Idx, Initial_Loc_x, Initial_Loc_y, Initial_Loc_z, Initial_Rot_x, Initial_Rot_y, Initial_Rot_z, Later_Loc_x, Later_Loc_y, Later_Loc_z, Later_Rot_x, Later_Rot_y, Later_Rot_z, Weight(kg), Seq, Emerg, Reloc, Size(ft)
1, 996.000000, 0.000000, 1017.900024, 0.000000, 0.000000, 0.000000, 994.471741, -0.909516, 1016.691101, -0.012082, 0.000218, -0.083010, 19.629999, 0, 0, 1.000000, 1
2, 996.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 995.890381, -0.021857, 112.820869, 0.084301, -0.000012, -0.015256, 19.430000, 0, 0, 0.000000, 0
3, 747.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 745.727966, -0.319081, 564.487366, 0.115454, 0.000074, -0.063109, 11.260000, 0, 0, 1.000000, 1
4, 747.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 746.903015, -0.018660, 112.868698, 0.078519, -0.000010, -0.012699, 13.860000, 0, 0, 0.000000, 0
5, 996.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 994.503784, -0.593850, 790.536255, 0.027671, 0.000140, -0.075797, 19.000000, 0, 0, 1.000000, 1
6, 996.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 994.767639, -0.322330, 564.537720, 0.101677, 0.000032, -0.060819, 17.530001, 0, 0, 1.000000, 1
7, 747.000000, 0.000000, 1017.900024, 0.000000, 0.000000, 0.000000, 744.442200, -0.931291, 1016.643982, 0.149537, 0.000064, -0.086397, 12.480000, 0, 0, 1.000000, 1
8, 747.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 746.368225, -0.115333, 338.639801, 0.212763, -0.000075, -0.041556, 8.300000, 0, 0, 0.000000, 0
9, 747.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 745.123169, -0.601298, 790.495483, 0.191264, -0.000033, -0.079599, 11.750000, 0, 0, 1.000000, 1
10, 996.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 995.360168, -0.124292, 338.671692, 0.193322, -0.000077, -0.040622, 16.870001, 0, 0, 0.000000, 0
11, 249.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 252.633133, -0.036399, 116.070663, -1.796672, 0.001411, -0.009162, 15.730000, 0, 0, 0.000000, 0
12, 498.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 498.178528, -0.000628, 112.924377, -0.315674, -0.008488, -0.014570, 8.410000, 0, 0, 0.000000, 0
13, 1494.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1493.964844, -0.008997, 113.089279, 0.033612, -0.000000, -0.005338, 17.780001, 0, 0, 0.000000, 0
14, 1494.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 1493.812012, -0.034281, 339.293243, 0.033472, 0.000016, -0.006695, 20.870001, 0, 0, 0.000000, 0
15, 1245.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1244.896240, -0.021380, 112.832672, 0.088875, -0.000008, -0.014237, 13.980000, 0, 0, 0.000000, 0
16, 498.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 499.606323, -0.109511, 338.955475, -0.451723, -0.006228, -0.029912, 9.380000, 0, 0, 0.000000, 0
17, 249.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 261.193451, 0.019241, 342.183716, -2.261215, 0.005157, 0.013345, 5.940000, 0, 0, 0.000000, 0
18, 249.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 270.480316, 0.148267, 568.057800, -2.306585, -0.017920, 0.037268, 7.590000, 0, 0, 0.000000, 0
19, 1245.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 1244.382690, -0.115543, 338.769196, 0.201786, -0.000048, -0.035762, 14.440000, 0, 0, 0.000000, 0
20, 249.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 280.174835, 0.313900, 793.854492, -2.260599, -0.021516, 0.035462, 5.010000, 0, 0, 0.000000, 0
21, 1245.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 1243.437134, -0.290563, 564.788208, 0.289808, -0.000106, -0.053233, 15.160000, 0, 0, 0.000000, 0
22, 498.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 502.970459, -0.394159, 566.242188, -1.160824, 0.025762, -0.040270, 9.060000, 0, 0, 0.000000, 0
23, 249.000000, 0.000000, 1017.900024, 0.000000, 0.000000, 0.000000, 289.253143, 0.474693, 1019.875061, -2.310806, -0.024077, 0.020366, 6.110000, 0, 0, 0.000000, 0
24, 1245.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 1242.207642, -0.517661, 790.951965, 0.322966, -0.000120, -0.061078, 19.170000, 0, 0, 0.000000, 0
25, 498.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 511.313965, -0.801758, 792.260193, -1.167991, -0.024379, -0.033431, 7.000000, 0, 0, 0.000000, 0
