idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,2,0,0,12.32,0,12.32,0,1.0,20
2,6,0,0,9.05,0,9.05,0,1.0,20
3,1,0,0,9.03,0,9.03,0,0,20
4,2,0,1,11.14,0,11.14,0,1.0,20
5,3,0,0,12.46,0,12.46,0,1.0,20
6,4,0,0,11.5,0,11.5,0,0,20
7,6,0,1,18.81,0,18.81,0,1.0,20
8,6,0,2,6.85,0,6.85,0,1.0,20
9,2,0,2,13.28,0,13.28,0,1.0,20
10,3,0,1,10.81,0,10.81,0,1.0,20
11,2,0,3,19.55,0,19.55,1,1.0,20
12,4,0,1,17.52,0,17.52,2,0,20
13,5,0,0,6.06,0,6.06,3,0,20
14,5,0,1,7.03,0,7.03,4,0,20
15,1,0,1,11.76,0,11.76,5,0,20
16,6,0,3,9.68,0,9.68,6,1.0,20
17,5,0,2,7.17,0,7.17,7,0,20
18,4,0,2,21.57,0,21.57,8,0,20
19,4,0,3,23.1,0,23.1,9,0,20
20,1,0,2,17.0,0,17.0,10,0,20
21,5,0,3,14.28,0,14.28,11,0,20
22,2,0,4,10.7,0,10.7,12,1.0,20
23,3,0,2,9.92,0,9.92,13,1.0,20
