idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,5,0,0,8.06,2,208.06,1,0,20
2,5,0,1,12.36,2,212.36,2,0,20
3,5,0,2,18.94,3,318.94,3,0,20
4,2,0,0,6.6,0,6.6,4,0,20
5,3,0,0,19.47,1,119.47,5,0,20
6,3,0,1,17.07,2,217.07,6,0,20
7,2,0,1,20.11,1,120.11,7,0,20
8,4,0,0,10.46,1,110.46000000000001,8,0,20
9,3,0,2,18.5,2,218.5,9,0,20
10,6,0,0,22.19,3,322.19,10,0,20
11,4,0,1,10.2,2,210.2,11,0,20
12,2,0,2,8.03,2,208.03,12,0,20
13,1,0,0,20.55,0,20.55,13,0,20
14,4,0,2,10.56,3,310.56,14,0,20
15,1,0,1,19.51,1,119.51,15,0,20
16,4,0,3,12.71,3,312.71,16,0,20
17,3,0,3,23.0,2,223.0,17,0,20
18,1,0,2,20.27,1,120.27,18,0,20
19,1,0,3,15.69,2,215.69,19,0,20
20,2,0,3,13.91,2,213.91,20,0,20
