idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,5,0,0,18.81,1,118.81,1,0,20
2,3,0,0,18.03,0,18.03,2,0,20
3,6,0,0,18.57,3,318.57,3,0,20
4,5,0,1,9.25,3,309.25,4,0,20
5,6,0,1,22.55,3,322.55,5,0,20
6,2,0,0,17.09,0,17.09,6,0,20
7,1,0,0,11.91,0,11.91,7,0,20
8,2,0,1,19.57,0,19.57,8,0,20
9,4,0,0,10.5,2,210.5,9,0,20
10,4,0,1,15.51,2,215.51,10,0,20
11,4,0,2,22.34,2,222.34,11,0,20
12,3,0,1,21.22,1,121.22,12,0,20
13,4,0,3,8.1,3,308.1,13,0,20
14,1,0,1,22.72,0,22.72,14,0,20
15,1,0,2,18.08,1,118.08,15,0,20
16,3,0,2,21.81,2,221.81,16,0,20
17,1,0,3,5.2,2,205.2,17,0,20
18,2,0,2,5.6,1,105.6,18,1.0,20
19,2,0,3,20.11,0,20.11,19,1.0,20
20,3,0,3,23.36,2,223.36,20,0,20
