idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,5,0,0,21.62,1,121.62,1,0,20
2,5,0,1,12.14,3,312.14,2,0,20
3,4,0,0,8.86,2,208.86,3,0,20
4,4,0,1,16.3,2,216.3,4,0,20
5,3,0,0,11.2,1,111.2,5,0,20
6,6,0,0,6.14,1,106.14,6,0,20
7,1,0,0,9.5,0,9.5,7,0,20
8,2,0,0,8.56,0,8.56,8,0,20
9,3,0,1,18.52,1,118.52,9,0,20
10,2,0,1,20.66,0,20.66,10,0,20
11,5,0,2,17.4,3,317.4,11,0,20
12,4,0,2,21.24,2,221.24,12,0,20
13,4,0,3,15.47,3,315.47,13,0,20
14,2,0,2,21.36,0,21.36,14,0,20
15,2,0,3,5.52,1,105.52,15,0,20
16,1,0,1,21.19,0,21.19,16,1.0,20
17,6,0,1,19.45,3,319.45,17,0,20
18,2,0,4,10.76,1,110.76,18,0,20
19,1,0,2,19.52,0,19.52,19,1.0,20
20,3,0,2,23.97,1,123.97,20,0,20
