idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,5,0,0,14.73,1,114.73,1,0,20
2,6,0,0,16.9,3,316.9,2,0,20
3,4,0,0,14.53,2,214.53,3,0,20
4,4,0,1,5.15,3,305.15,4,0,20
5,5,0,1,7.92,2,207.92,5,1.0,20
6,5,0,2,20.61,1,120.61,6,1.0,20
7,4,0,2,10.29,3,310.29,7,0,20
8,3,0,0,12.64,1,112.64,8,0,20
9,1,0,0,8.09,0,8.09,9,0,20
10,2,0,0,14.9,0,14.9,10,0,20
11,3,0,1,19.49,1,119.49,11,0,20
12,2,0,1,7.82,1,107.82,12,0,20
13,3,0,2,10.82,2,210.82,13,0,20
14,2,0,2,14.78,1,114.78,14,0,20
15,4,0,3,10.48,3,310.48,15,0,20
16,1,0,1,12.77,0,12.77,16,0,20
17,2,0,3,18.62,2,218.62,17,0,20
18,3,0,3,13.77,3,313.77,18,0,20
19,4,0,4,13.65,3,313.65,19,0,20
20,1,0,2,12.42,1,112.42,20,0,20
