idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,6,0,0,13.34,3,313.34,1,0,20
2,2,0,0,19.66,0,19.66,2,-2.500920929169093e-08,20
3,4,0,0,17.16,2,217.16,3,0,20
4,4,0,1,12.57,3,312.57,4,1.0000000083364031,20
5,5,0,0,17.07,2,217.07,5,8.33640320825259e-09,20
6,6,0,1,23.35,3,323.35,6,0,20
7,4,0,2,8.97,3,308.97,7,1.0000000083364031,20
8,2,0,1,18.44,1,118.44,8,-8.336403097230287e-09,20
9,3,0,0,6.3,2,206.3,9,0,20
10,5,0,1,8.74,3,308.74,10,8.33640320825259e-09,20
11,3,0,1,17.54,2,217.54,11,1.0,20
12,5,0,2,15.27,3,315.27,12,0,20
13,3,0,2,8.71,2,208.71,13,1.0,20
14,3,0,3,6.98,2,206.98,14,1.0,20
15,2,0,2,20.53,1,120.53,15,-7.528816444450443e-09,20
16,2,0,3,5.96,2,205.96,16,0,20
17,2,0,4,20.61,2,220.61,17,0,20
18,1,0,0,7.71,0,7.71,18,0,20
19,1,0,1,11.16,0,11.16,19,0,20
20,1,0,2,8.9,3,308.9,20,0,20
