idx,loc_x,loc_y,loc_z,weight,group,score,seq,emerg,reloc,size(ft)
1,1,0,0,8.32,0,8.32,1,0,0,20
2,5,0,0,17.65,0,17.65,2,0,0,20
3,6,0,0,13.6,0,13.6,3,0,0,20
4,1,0,1,8.91,0,8.91,4,0,0,20
5,6,0,1,15.61,0,15.61,5,0,0,20
6,1,0,2,11.03,0,11.03,6,0,0,20
7,1,0,3,14.12,0,14.12,7,0,0,20
8,3,0,0,7.29,0,7.29,8,0,0,20
9,5,0,1,19.13,0,19.13,9,0,0,20
10,2,0,0,6.37,0,6.37,10,0,0,20
11,2,0,1,17.72,0,17.72,11,0,0,20
12,4,0,0,6.28,0,6.28,12,0,1.0,20
13,5,0,2,20.24,0,20.24,13,0,0,20
14,2,0,2,18.01,0,18.01,14,0,0,20
15,2,0,3,20.07,0,20.07,15,0,0,20
16,3,0,1,11.16,0,11.16,16,0,0,20
17,1,0,4,14.94,0,14.94,17,0,0,20
18,6,0,2,17.1,0,17.1,18,0,0,20
19,5,0,3,23.47,0,23.47,19,0,0,20
20,6,0,3,18.5,0,18.5,20,0,0,20
21,3,0,2,11.39,0,11.39,21,0,0,20
22,4,0,1,5.89,0,5.89,22,0,1.0,20
23,5,0,4,23.74,0,23.74,23,0,0,20
24,4,0,2,9.67,0,9.67,24,0,1.0,20
25,3,0,3,18.41,0,18.41,25,0,0,20
