idx,loc_x,loc_y,loc_z,weight,group,score,seq,emerg,reloc,size(ft)
1,6,0,0,12.28,0,12.28,1,0,0,20
2,6,0,1,15.49,0,15.49,2,0,0,20
3,6,0,2,16.85,0,16.85,3,0,0,20
4,6,0,3,21.3,0,21.3,4,0,0,20
5,2,0,0,11.1,0,11.1,5,0,0,20
6,6,0,4,23.77,0,23.77,6,0,0,20
7,2,0,1,13.59,0,13.59,7,0,0,20
8,2,0,2,13.88,0,13.88,8,0,0,20
9,1,0,0,10.87,0,10.87,9,0,0,20
10,2,0,3,23.5,0,23.5,10,0,0,20
11,3,0,0,17.13,0,17.13,11,0,1.0,20
12,3,0,1,15.99,0,15.99,12,0,1.0,20
13,1,0,1,12.82,0,12.82,13,0,0,20
14,1,0,2,12.94,0,12.94,14,0,0,20
15,5,0,0,9.61,0,9.61,15,0,0,20
16,2,0,4,23.86,0,23.86,16,0,0,20
17,1,0,3,14.06,0,14.06,17,0,0,20
18,1,0,4,18.33,0,18.33,18,0,0,20
19,5,0,1,10.33,0,10.33,19,0,0,20
20,3,0,2,10.3,0,10.3,20,0,1.0,20
21,5,0,2,12.37,0,12.37,21,0,0,20
22,3,0,3,8.2,0,8.2,22,0,1.0,20
23,5,0,3,22.65,0,22.65,23,0,0,20
24,4,0,0,5.39,0,5.39,24,0,0,20
25,4,0,1,5.87,0,5.87,25,0,0,20
