idx,loc_x,loc_y,loc_z,weight,group,score,seq,emerg,reloc,size(ft)
1,5,0,0,20.08,0,20.08,1,0,0,20
2,5,0,1,21.97,0,21.97,2,0,0,20
3,6,0,0,18.51,0,18.51,3,0,1.0,20
4,3,0,0,12.59,0,12.59,4,0,0,20
5,3,0,1,17.97,0,17.97,5,0,0,20
6,1,0,0,9.98,0,9.98,6,0,0,20
7,5,0,2,22.4,0,22.4,7,0,0,20
8,3,0,2,20.2,0,20.2,8,0,0,20
9,2,0,0,7.53,0,7.53,9,0,0,20
10,3,0,3,22.37,0,22.37,10,0,0,20
11,2,0,1,16.23,0,16.23,11,0,0,20
12,2,0,2,18.69,0,18.69,12,0,0,20
13,2,0,3,21.71,0,21.71,13,0,0,20
14,1,0,1,14.11,0,14.11,14,0,0,20
15,4,0,0,7.37,0,7.37,15,0,0,20
16,1,0,2,15.5,0,15.5,16,0,1.0,20
17,6,0,1,7.3,0,7.3,17,0,1.0,20
18,4,0,1,9.34,0,9.34,18,0,0,20
19,4,0,2,12.13,0,12.13,19,0,0,20
20,1,0,3,14.98,0,14.98,20,0,1.0,20
21,4,0,3,12.59,0,12.59,21,0,0,20
22,6,0,2,5.54,0,5.54,22,0,1.0,20
23,6,0,3,6.06,0,6.06,23,0,1.0,20
24,2,0,4,22.3,0,22.3,24,0,0,20
25,6,0,4,5.77,0,5.77,25,0,1.0,20
