idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,1,0,0,17.16,0,0,1.0,20
2,1,0,1,13.29,0,0,1.0,20
3,1,0,2,13.06,0,0,1.0,20
4,3,0,0,10.95,0,0,1.0,20
5,3,0,1,5.19,0,0,1.0,20
6,4,0,0,21.95,0,0,1.0,20
7,4,0,1,6.04,0,0,1.0,20
8,5,0,0,13.29,1,0,0,20
9,5,0,1,14.85,2,0,0,20
10,5,0,2,15.11,3,0,0,20
11,5,0,3,21.16,4,0,0,20
12,4,0,2,17.81,5,0,0.9999999999999987,20
13,2,0,0,11.78,6,0,0,20
14,2,0,1,13.07,7,0,0,20
15,3,0,2,8.44,8,0,1.0,20
16,2,0,2,13.89,9,0,0,20
17,1,0,3,8.36,10,0,1.0000000000000004,20
18,6,0,0,5.83,11,0,0,20
19,6,0,1,16.95,12,0,0,20
20,2,0,3,19.26,13,0,0,20
