idx,seq,group,emerg,weight,size(ft)
1,1,0,0,9.54,20
2,2,0,0,5.19,20
3,3,0,0,20.59,20
4,4,0,0,20.04,20
5,5,0,0,21.9,20
6,6,0,0,16.16,20
7,7,0,0,5.72,20
8,8,0,0,23.64,20
9,9,0,0,12.26,20
10,10,0,0,8.32,20
11,11,0,0,16.24,20
12,12,0,0,18.75,20
13,13,0,0,15.27,20
14,14,0,0,17.88,20
15,15,0,0,12.46,20
16,16,0,0,23.72,20
17,17,0,0,14.34,20
18,18,0,0,10.33,20
19,19,0,0,10.62,20
20,20,0,0,6.36,20
21,21,0,0,5.19,20
22,22,0,0,7.53,20
23,23,0,0,14.02,20
24,24,0,0,7.52,20
25,25,0,0,7.51,20
26,26,0,0,11.71,20
27,27,0,0,16.39,20
28,28,0,0,17.32,20
29,29,0,0,11.48,20
30,30,0,0,8.83,20
31,31,0,0,14.04,20
32,32,0,0,18.37,20
33,33,0,0,11.31,20
34,34,0,0,16.12,20
35,35,0,0,21.67,20
36,36,0,0,17.36,20
37,37,0,0,21.66,20
38,38,0,0,17.32,20
39,39,0,0,17.14,20
40,40,0,0,9.61,20
