idx,seq,group,emerg,weight,size(ft)
1,1,0,0,13.76,20
2,2,0,0,23.83,20
3,3,0,0,12.4,20
4,4,0,0,5.55,20
5,5,0,0,19.56,20
6,6,0,0,20.24,20
7,7,0,0,11.72,20
8,8,0,0,17.87,20
9,9,0,0,9.8,20
10,10,0,0,20.18,20
11,11,0,0,6.16,20
12,12,0,0,21.17,20
13,13,0,0,18.31,20
14,14,0,0,12.76,20
15,15,0,0,13.66,20
16,16,0,0,7.03,20
17,17,0,0,7.68,20
18,18,0,0,18.04,20
19,19,0,0,23.44,20
20,20,0,0,9.06,20
21,21,0,0,7.44,20
22,22,0,0,19.81,20
23,23,0,0,8.64,20
24,24,0,0,15.67,20
25,25,0,0,11.21,20
26,26,0,0,16.29,20
27,27,0,0,15.5,20
28,28,0,0,14.2,20
29,29,0,0,17.37,20
30,30,0,0,8.18,20
31,31,0,0,10.88,20
32,32,0,0,15.77,20
33,33,0,0,21.47,20
34,34,0,0,13.63,20
35,35,0,0,18.49,20
36,36,0,0,13.44,20
37,37,0,0,21.76,20
38,38,0,0,15.2,20
39,39,0,0,15.97,20
40,40,0,0,6.27,20
