idx,seq,group,emerg,weight,size(ft)
1,1,0,0,18.28,20
2,2,0,0,18.26,20
3,3,0,0,21.51,20
4,4,0,0,20.38,20
5,5,0,0,17.82,20
6,6,0,0,5.41,20
7,7,0,0,5.99,20
8,8,0,0,17.01,20
9,9,0,0,17.19,20
10,10,0,0,23.78,20
11,11,0,0,7.55,20
12,12,0,0,5.7,20
13,13,0,0,18.92,20
14,14,0,0,7.45,20
15,15,0,0,21.78,20
16,16,0,0,15.68,20
17,17,0,0,7.71,20
18,18,0,0,20.69,20
19,19,0,0,10.64,20
20,20,0,0,8.41,20
21,21,0,0,23.49,20
22,22,0,0,21.46,20
23,23,0,0,12.95,20
24,24,0,0,22.43,20
25,25,0,0,18.95,20
26,26,0,0,9.96,20
27,27,0,0,13.32,20
28,28,0,0,19.55,20
29,29,0,0,9.89,20
30,30,0,0,9.71,20
31,31,0,0,7.34,20
32,32,0,0,16.86,20
33,33,0,0,18.87,20
34,34,0,0,6.17,20
35,35,0,0,12.57,20
36,36,0,0,5.23,20
37,37,0,0,10.71,20
38,38,0,0,22.32,20
39,39,0,0,23.59,20
40,40,0,0,13.45,20
