idx,seq,group,emerg,weight,size(ft)
1,1,0,0,18.83,20
2,2,0,0,20.4,20
3,3,0,0,6.42,20
4,4,0,0,18.56,20
5,5,0,0,5.56,20
6,6,0,0,15.02,20
7,7,0,0,9.21,20
8,8,0,0,22.89,20
9,9,0,0,9.76,20
10,10,0,0,19.07,20
11,11,0,0,12.51,20
12,12,0,0,6.59,20
13,13,0,0,10.99,20
14,14,0,0,10.65,20
15,15,0,0,21.35,20
16,16,0,0,10.4,20
17,17,0,0,11.3,20
18,18,0,0,8.92,20
19,19,0,0,20.24,20
20,20,0,0,18.1,20
21,21,0,0,6.6,20
22,22,0,0,14.58,20
23,23,0,0,18.29,20
24,24,0,0,16.22,20
25,25,0,0,15.68,20
26,26,0,0,23.6,20
27,27,0,0,15.16,20
28,28,0,0,9.75,20
29,29,0,0,17.62,20
30,30,0,0,6.49,20
31,31,0,0,18.53,20
32,32,0,0,22.62,20
33,33,0,0,10.02,20
34,34,0,0,5.12,20
35,35,0,0,8.77,20
36,36,0,0,10.44,20
37,37,0,0,5.38,20
38,38,0,0,22.05,20
39,39,0,0,15.0,20
40,40,0,0,17.19,20
