idx,seq,group,emerg,weight,size(ft)
1,1,0,0,6.99,20
2,2,0,0,23.78,20
3,3,0,0,23.0,20
4,4,0,0,17.48,20
5,5,0,0,21.82,20
6,6,0,0,16.79,20
7,7,0,0,15.86,20
8,8,0,0,6.25,20
9,9,0,0,19.04,20
10,10,0,0,21.15,20
11,11,0,0,7.69,20
12,12,0,0,20.29,20
13,13,0,0,8.17,20
14,14,0,0,16.47,20
15,15,0,0,13.34,20
16,16,0,0,17.13,20
17,17,0,0,21.76,20
18,18,0,0,8.29,20
19,19,0,0,7.95,20
20,20,0,0,18.4,20
21,21,0,0,13.2,20
22,22,0,0,13.14,20
23,23,0,0,18.22,20
24,24,0,0,7.6,20
25,25,0,0,9.89,20
26,26,0,0,21.61,20
27,27,0,0,7.25,20
28,28,0,0,10.06,20
29,29,0,0,9.55,20
30,30,0,0,21.11,20
31,31,0,0,23.27,20
32,32,0,0,12.78,20
33,33,0,0,7.33,20
34,34,0,0,23.24,20
35,35,0,0,21.57,20
36,36,0,0,6.88,20
37,37,0,0,17.26,20
38,38,0,0,15.43,20
39,39,0,0,20.67,20
40,40,0,0,13.57,20
