idx,seq,group,emerg,weight,size(ft)
1,1,0,0,13.3,20
2,2,0,0,21.02,20
3,3,0,0,12.97,20
4,4,0,0,23.25,20
5,5,0,0,22.77,20
6,6,0,0,13.0,20
7,7,0,0,23.66,20
8,8,0,0,11.18,20
9,9,0,0,6.83,20
10,10,0,0,12.28,20
11,11,0,0,10.8,20
12,12,0,0,23.83,20
13,13,0,0,5.78,20
14,14,0,0,6.85,20
15,15,0,0,20.57,20
16,16,0,0,12.38,20
17,17,0,0,17.33,20
18,18,0,0,17.77,20
19,19,0,0,23.99,20
20,20,0,0,13.39,20
21,21,0,0,6.06,20
22,22,0,0,12.92,20
23,23,0,0,11.14,20
24,24,0,0,8.69,20
25,25,0,0,5.37,20
26,26,0,0,21.86,20
27,27,0,0,10.54,20
28,28,0,0,22.71,20
29,29,0,0,6.44,20
30,30,0,0,9.33,20
31,31,0,0,22.93,20
32,32,0,0,14.39,20
33,33,0,0,9.46,20
34,34,0,0,11.41,20
35,35,0,0,10.4,20
36,36,0,0,6.2,20
37,37,0,0,19.11,20
38,38,0,0,20.26,20
39,39,0,0,6.16,20
40,40,0,0,21.36,20
