idx,seq,group,emerg,weight,size(ft)
1,1,0,0,14.38,20
2,2,0,0,7.55,20
3,3,0,0,10.78,20
4,4,0,0,10.05,20
5,5,0,0,14.57,20
6,6,0,0,11.7,20
7,7,0,0,16.9,20
8,8,0,0,22.9,20
9,9,0,0,10.06,20
10,10,0,0,11.66,20
11,11,0,0,10.33,20
12,12,0,0,8.98,20
13,13,0,0,22.43,20
14,14,0,0,18.33,20
15,15,0,0,17.21,20
16,16,0,0,14.72,20
17,17,0,0,11.36,20
18,18,0,0,8.76,20
19,19,0,0,22.7,20
20,20,0,0,10.85,20
21,21,0,0,19.69,20
22,22,0,0,11.87,20
23,23,0,0,10.85,20
24,24,0,0,5.73,20
25,25,0,0,19.27,20
26,26,0,0,5.72,20
27,27,0,0,20.93,20
28,28,0,0,10.24,20
29,29,0,0,17.31,20
30,30,0,0,17.71,20
31,31,0,0,8.0,20
32,32,0,0,12.44,20
33,33,0,0,20.24,20
34,34,0,0,15.79,20
35,35,0,0,6.04,20
36,36,0,0,17.6,20
37,37,0,0,9.98,20
38,38,0,0,11.2,20
39,39,0,0,11.94,20
40,40,0,0,16.44,20
