idx,seq,group,emerg,weight,size(ft)
1,1,0,0,8.82,20
2,2,0,0,18.0,20
3,3,0,0,14.24,20
4,4,0,0,22.6,20
5,5,0,0,13.38,20
6,6,0,0,23.21,20
7,7,0,0,22.87,20
8,8,0,0,14.0,20
9,9,0,0,12.3,20
10,10,0,0,17.11,20
11,11,0,0,15.36,20
12,12,0,0,22.67,20
13,13,0,0,17.64,20
14,14,0,0,21.12,20
15,15,0,0,9.16,20
16,16,0,0,6.87,20
17,17,0,0,13.29,20
18,18,0,0,7.31,20
19,19,0,0,15.3,20
20,20,0,0,6.87,20
21,21,0,0,12.9,20
22,22,0,0,21.64,20
23,23,0,0,14.47,20
24,24,0,0,5.58,20
25,25,0,0,8.32,20
26,26,0,0,20.44,20
27,27,0,0,23.87,20
28,28,0,0,15.93,20
29,29,0,0,7.54,20
30,30,0,0,15.42,20
31,31,0,0,12.59,20
32,32,0,0,16.8,20
33,33,0,0,22.27,20
34,34,0,0,17.55,20
35,35,0,0,23.71,20
36,36,0,0,6.59,20
37,37,0,0,14.85,20
38,38,0,0,19.24,20
39,39,0,0,12.16,20
40,40,0,0,17.76,20
