idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,3,0,0,13.87,1,0,0,20
2,1,0,0,5.51,2,0,0,20
3,4,0,0,19.05,3,0,0,20
4,6,0,0,23.05,4,0,0,20
5,4,0,1,21.12,5,0,0,20
6,4,0,2,21.61,6,0,0,20
7,3,0,1,18.59,7,0,0,20
8,2,0,0,7.24,8,0,0,20
9,2,0,1,12.75,9,0,0,20
10,1,0,1,6.79,10,0,0,20
11,1,0,2,12.18,11,0,0,20
12,2,0,2,15.78,12,0,0,20
13,2,0,3,18.99,13,0,0,20
14,6,0,1,23.74,14,0,0,20
15,4,0,3,22.3,15,0,0,20
16,1,0,3,13.07,16,0,0,20
17,5,0,0,10.83,17,0,0,20
18,3,0,2,19.33,18,0,0,20
19,5,0,1,15.83,19,0,0,20
20,5,0,2,19.5,20,0,0,20
