idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,2,0,0,7.17,1,0,0,20
2,4,0,0,10.51,2,0,0,20
3,4,0,1,16.79,3,0,0,20
4,4,0,2,19.38,4,0,0,20
5,2,0,1,9.2,5,0,0,20
6,1,0,0,5.39,6,0,0,20
7,3,0,0,13.66,7,0,0,20
8,1,0,1,7.08,8,0,0,20
9,2,0,2,11.88,9,0,0,20
10,3,0,1,14.02,10,0,0,20
11,4,0,3,20.07,11,0,0,20
12,5,0,0,12.38,12,0,0,20
13,5,0,1,22.35,13,0,0,20
14,1,0,2,7.66,14,0,0,20
15,4,0,4,20.38,15,0,0,20
16,5,0,2,23.39,16,0,0,20
17,3,0,2,15.29,17,0,0,20
18,2,0,3,11.89,18,0,0,20
19,3,0,3,15.39,19,0,0,20
20,6,0,0,23.89,20,0,0,20
