idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,4,0,0,8.26,1,0,0,20
2,5,0,0,20.41,2,0,0,20
3,6,0,0,19.54,3,0,0,20
4,2,0,0,6.53,4,0,0,20
5,4,0,1,13.3,5,0,0,20
6,4,0,2,15.19,6,0,0,20
7,2,0,1,8.28,7,0,0,20
8,2,0,2,9.94,8,0,0,20
9,4,0,3,15.76,9,0,0,20
10,3,0,0,5.58,10,0,0,20
11,3,0,1,11.13,11,0,0,20
12,1,0,0,5.18,12,0,0,20
13,2,0,3,11.08,13,0,0,20
14,3,0,2,13.77,14,0,0,20
15,2,0,4,15.55,15,0,0,20
16,3,0,3,14.68,16,0,0,20
17,6,0,1,23.53,17,0,0,20
18,1,0,1,7.22,18,0,0,20
19,5,0,1,22.05,19,0,0,20
20,1,0,2,15.8,20,0,0,20
