idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,2,0,0,6.84,1,0,0,20
2,1,0,0,6.46,2,0,0,20
3,2,0,1,10.51,3,0,0,20
4,2,0,2,10.96,4,0,0,20
5,2,0,3,16.45,5,0,0,20
6,3,0,0,5.48,6,0,0,20
7,4,0,0,15.1,7,0,0,20
8,3,0,1,9.76,8,0,0,20
9,5,0,0,8.62,9,0,0,20
10,5,0,1,14.95,10,0,0,20
11,3,0,2,12.04,11,0,0,20
12,4,0,1,17.93,12,0,0,20
13,4,0,2,18.23,13,0,0,20
14,3,0,3,12.31,14,0,0,20
15,1,0,1,7.04,15,0,0,20
16,6,0,0,19.4,16,0,0,20
17,3,0,4,14.93,17,0,0,20
18,4,0,3,18.49,18,0,0,20
19,5,0,2,15.21,19,0,0,20
20,1,0,2,7.68,20,0,0,20
