idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,6,0,0,22.88,1,0,1.0,20
2,3,0,0,7.66,2,0,0,20
3,2,0,0,7.45,3,0,0,20
4,2,0,1,13.85,4,0,0,20
5,1,0,0,5.67,5,0,0,20
6,3,0,1,13.28,6,0,0,20
7,4,0,0,17.42,7,0,0,20
8,4,0,1,18.47,8,0,0,20
9,3,0,2,15.51,9,0,0,20
10,4,0,2,21.33,10,0,0,20
11,6,0,1,20.99,11,0,1.0,20
12,2,0,2,14.58,12,0,0,20
13,3,0,3,16.13,13,0,0,20
14,1,0,1,7.84,14,0,0,20
15,1,0,2,8.18,15,0,0,20
16,2,0,3,15.01,16,0,0,20
17,5,0,0,10.67,17,0,0,20
18,5,0,1,14.68,18,0,0,20
19,1,0,3,14.22,19,0,0,20
20,5,0,2,20.79,20,0,0,20
