idx,loc_x,loc_y,loc_z,weight,group,score,seq,emerg,reloc,size(ft)
1,3,0,0,12.28,0,12.28,1,0,1.0,20
2,5,0,0,22.42,0,22.42,2,0,1.0,20
3,4,0,0,18.6,0,18.6,3,0,1.0,20
4,2,0,0,6.06,0,6.06,4,0,0,20
5,4,0,1,12.84,0,12.84,5,0,0.999999999998421,20
6,3,0,1,13.5,0,13.5,6,0,1.0,20
7,4,0,2,19.97,0,19.97,7,0,0.999999999998421,20
8,4,0,3,19.52,0,19.52,8,0,0.999999999998421,20
9,2,0,1,9.57,0,9.57,9,0,0.9999999999999556,20
10,2,0,2,11.92,0,11.92,10,0,1.0,20
11,4,0,4,17.26,0,17.26,11,0,0.999999999998421,20
12,6,0,0,22.71,0,22.71,12,0,1.0000000000000002,20
13,3,0,2,10.91,0,10.91,13,0,1.0,20
14,3,0,3,16.01,0,16.01,14,0,1.0,20
15,6,0,1,13.41,0,13.41,15,0,1.0000000000000004,20
16,3,0,4,16.87,0,16.87,16,0,1.0,20
17,2,0,3,8.2,0,8.2,17,0,1.0,20
18,3,0,5,15.33,0,15.33,18,0,1.0,20
19,5,0,1,21.88,0,21.88,19,0,1.0,20
20,2,0,4,9.94,0,9.94,20,0,1.0,20
21,1,0,0,7.32,0,7.32,21,0,1.0,20
22,5,0,2,23.08,0,23.08,22,0,1.0,20
23,1,0,1,5.95,0,5.95,23,0,1.0,20
24,1,0,2,8.98,0,8.98,24,0,1.0,20
25,1,0,3,16.73,0,16.73,25,0,1.0,20
26,1,0,4,16.88,0,16.88,26,0,1.0,20
27,5,0,3,23.65,0,23.65,27,0,1.0,20
28,4,0,5,21.32,0,21.32,28,0,1.0,20
29,1,0,5,10.55,0,10.55,29,0,1.0,20
30,2,0,5,11.2,0,11.2,30,0,0.9999999999999996,20
