idx,loc_x,loc_y,loc_z,weight,group,score,seq,emerg,reloc,size(ft)
1,5,0,0,23.85,0,23.85,1,0,1.0,20
2,3,0,0,10.96,0,10.96,2,0,0,20
3,2,0,0,6.2,0,6.2,3,0,1.0,20
4,3,0,1,12.99,0,12.99,4,0,1.0,20
5,5,0,1,17.6,0,17.6,5,0,1.0,20
6,4,0,0,15.51,0,15.51,6,0,1.0,20
7,4,0,1,15.95,0,15.95,7,0,1.0,20
8,4,0,2,16.86,0,16.86,8,0,1.0,20
9,5,0,2,20.04,0,20.04,9,0,1.0,20
10,3,0,2,11.96,0,11.96,10,0,1.0,20
11,2,0,1,6.84,0,6.84,11,0,1.0,20
12,5,0,3,20.35,0,20.35,12,0,1.0,20
13,4,0,3,16.35,0,16.35,13,0,1.0,20
14,4,0,4,16.37,0,16.37,14,0,1.0,20
15,2,0,2,9.9,0,9.9,15,0,1.0,20
16,1,0,0,7.06,0,7.06,16,0,1.0,20
17,6,0,0,17.39,0,17.39,17,0,1.0,20
18,6,0,1,18.79,0,18.79,18,0,1.0,20
19,3,0,3,11.36,0,11.36,19,0,1.0,20
20,6,0,2,17.86,0,17.86,20,0,1.0,20
21,5,0,4,21.01,0,21.01,21,0,1.0,20
22,3,0,4,13.42,0,13.42,22,0,1.0,20
23,2,0,3,10.33,0,10.33,23,0,1.0,20
24,1,0,1,8.28,0,8.28,24,0,1.0,20
25,3,0,5,11.54,0,11.54,25,0,1.0,20
26,1,0,2,9.76,0,9.76,26,0,1.0,20
27,1,0,3,6.13,0,6.13,27,0,1.0,20
28,4,0,5,16.31,0,16.31,28,0,1.0,20
29,7,0,0,7.81,0,7.81,29,0,0,20
30,2,0,4,12.66,0,12.66,30,0,1.0,20
