idx,loc_x,loc_y,loc_z,weight,group,score,seq,emerg,reloc,size(ft)
1,4,0,0,18.15,0,18.15,1,0,1.0,20
2,3,0,0,6.81,0,6.81,2,0,0,20
3,4,0,1,10.5,0,10.5,3,0,1.0,20
4,4,0,2,17.12,0,17.12,4,0,1.0,20
5,3,0,1,12.84,0,12.84,5,0,1.0,20
6,3,0,2,13.74,0,13.74,6,0,1.0,20
7,2,0,0,5.7,0,5.7,7,0,0,20
8,1,0,0,7.31,0,7.31,8,0,1.0,20
9,3,0,3,13.35,0,13.35,9,0,1.0,20
10,1,0,1,6.47,0,6.47,10,0,1.0,20
11,2,0,1,6.98,0,6.98,11,0,0,20
12,1,0,2,9.12,0,9.12,12,0,1.0,20
13,2,0,2,8.14,0,8.14,13,0,1.0,20
14,5,0,0,23.18,0,23.18,14,0,1.0000000000000004,20
15,2,0,3,12.04,0,12.04,15,0,1.0,20
16,6,0,0,19.83,0,19.83,16,0,1.0,20
17,4,0,3,18.84,0,18.84,17,0,1.0,20
18,3,0,4,12.38,0,12.38,18,0,1.0,20
19,2,0,4,11.08,0,11.08,19,0,1.0000000000000002,20
20,4,0,4,17.4,0,17.4,20,0,1.0,20
21,5,0,1,16.31,0,16.31,21,0,1.0,20
22,5,0,2,22.59,0,22.59,22,0,1.0,20
23,3,0,5,12.64,0,12.64,23,0,1.0000000000000002,20
24,4,0,5,16.17,0,16.17,24,0,1.0,20
25,1,0,3,9.89,0,9.89,25,0,1.0,20
26,5,0,3,23.69,0,23.69,26,0,1.0,20
27,5,0,4,22.29,0,22.29,27,0,1.0,20
28,6,0,1,20.94,0,20.94,28,0,1.0,20
29,7,0,0,5.51,0,5.51,29,0,0,20
30,6,0,2,16.99,0,16.99,30,0,1.0,20
