idx,loc_x,loc_y,loc_z,weight,group,score,seq,emerg,reloc,size(ft)
1,4,0,0,7.19,0,7.19,1,0,0,20
2,4,0,1,16.55,0,16.55,2,0,1.0,20
3,2,0,0,7.44,0,7.44,3,0,0,20
4,4,0,2,18.72,0,18.72,4,0,1.0,20
5,4,0,3,16.68,0,16.68,5,0,1.0,20
6,2,0,1,10.2,0,10.2,6,0,1.0,20
7,3,0,0,8.02,0,8.02,7,0,1.0,20
8,4,0,4,22.4,0,22.4,8,0,1.0,20
9,2,0,2,18.49,0,18.49,9,0,1.0,20
10,6,0,0,15.39,0,15.39,10,0,1.0,20
11,7,0,0,20.46,0,20.46,11,0,0,20
12,4,0,5,21.65,0,21.65,12,0,1.0,20
13,3,0,1,8.19,0,8.19,13,0,1.0,20
14,1,0,0,5.89,0,5.89,14,0,1.0,20
15,2,0,3,13.17,0,13.17,15,0,1.0,20
16,6,0,1,19.28,0,19.28,16,0,1.0,20
17,6,0,2,19.33,0,19.33,17,0,1.0,20
18,3,0,2,15.85,0,15.85,18,0,1.0,20
19,5,0,0,19.52,0,19.52,19,0,1.0,20
20,3,0,3,16.76,0,16.76,20,0,1.0,20
21,5,0,1,20.61,0,20.61,21,0,1.0,20
22,1,0,1,5.56,0,5.56,22,0,1.0,20
23,1,0,2,11.61,0,11.61,23,0,1.0,20
24,5,0,2,18.74,0,18.74,24,0,1.0,20
25,5,0,3,23.02,0,23.02,25,0,1.0,20
26,2,0,4,11.88,0,11.88,26,0,1.0,20
27,5,0,4,18.99,0,18.99,27,0,1.0,20
28,2,0,5,13.99,0,13.99,28,0,1.0000000000000002,20
29,1,0,3,13.77,0,13.77,29,0,1.0,20
30,3,0,4,17.65,0,17.65,30,0,1.0,20
