idx,loc_x,loc_y,loc_z,weight,group,score,seq,emerg,reloc,size(ft)
1,5,0,0,20.64,0,20.64,1,0,1.0,20
2,3,0,0,9.59,0,9.59,2,0,1.0,20
3,3,0,1,15.95,0,15.95,3,0,1.0,20
4,3,0,2,7.78,0,7.78,4,0,1.0,20
5,4,0,0,16.84,0,16.84,5,0,1.0,20
6,2,0,0,5.02,0,5.02,6,0,1.0,20
7,2,0,1,5.39,0,5.39,7,0,1.0,20
8,2,0,2,8.81,0,8.81,8,0,1.0,20
9,6,0,0,18.66,0,18.66,9,0,1.0,20
10,4,0,1,12.98,0,12.98,10,0,1.0,20
11,4,0,2,12.79,0,12.79,11,0,1.0,20
12,4,0,3,16.91,0,16.91,12,0,1.0,20
13,6,0,1,23.93,0,23.93,13,0,1.0,20
14,1,0,0,7.06,0,7.06,14,0,1.0,20
15,2,0,3,7.44,0,7.44,15,0,1.0,20
16,1,0,1,5.06,0,5.06,16,0,1.0,20
17,5,0,1,21.36,0,21.36,17,0,1.0,20
18,3,0,3,15.27,0,15.27,18,0,1.0,20
19,3,0,4,10.16,0,10.16,19,0,1.0,20
20,1,0,2,5.73,0,5.73,20,0,1.0,20
21,3,0,5,15.47,0,15.47,21,0,1.0,20
22,5,0,2,14.25,0,14.25,22,0,1.0,20
23,2,0,4,8.84,0,8.84,23,0,1.0,20
24,1,0,3,6.36,0,6.36,24,0,1.0,20
25,5,0,3,22.76,0,22.76,25,0,1.0,20
26,1,0,4,6.97,0,6.97,26,0,1.0,20
27,7,0,0,23.22,0,23.22,27,0,0,20
28,5,0,4,22.38,0,22.38,28,0,1.0,20
29,6,0,2,21.35,0,21.35,29,0,1.0,20
30,4,0,4,17.63,0,17.63,30,0,1.0,20
