idx,loc_x,loc_y,loc_z,weight,group,score,seq,emerg,reloc,size(ft)
1,4,0,0,14.26,0,14.26,1,0,1.0,20
2,2,0,0,6.91,0,6.91,2,0,0,20
3,6,0,0,23.51,0,23.51,3,0,1.0,20
4,2,0,1,6.99,0,6.99,4,0,0,20
5,4,0,1,10.15,0,10.15,5,0,1.0,20
6,5,0,0,19.31,0,19.31,6,0,1.0,20
7,4,0,2,13.15,0,13.15,7,0,1.0,20
8,3,0,0,5.11,0,5.11,8,0,0,20
9,2,0,2,10.15,0,10.15,9,0,0,20
10,4,0,3,12.38,0,12.38,10,0,1.0,20
11,5,0,1,20.69,0,20.69,11,0,1.0,20
12,5,0,2,20.29,0,20.29,12,0,1.0,20
13,2,0,3,13.29,0,13.29,13,0,1.0,20
14,5,0,3,21.79,0,21.79,14,0,1.0,20
15,2,0,4,16.87,0,16.87,15,0,1.0,20
16,3,0,1,10.11,0,10.11,16,0,0,20
17,4,0,4,21.63,0,21.63,17,0,1.0,20
18,2,0,5,17.21,0,17.21,18,0,1.0,20
19,1,0,0,5.14,0,5.14,19,0,1.0,20
20,3,0,2,10.2,0,10.2,20,0,1.0,20
21,3,0,3,14.29,0,14.29,21,0,1.0,20
22,5,0,4,23.8,0,23.8,22,0,1.0,20
23,3,0,4,12.17,0,12.17,23,0,1.0,20
24,1,0,1,7.09,0,7.09,24,0,1.0,20
25,6,0,1,16.42,0,16.42,25,0,1.0,20
26,1,0,2,7.64,0,7.64,26,0,1.0,20
27,6,0,2,13.23,0,13.23,27,0,1.0,20
28,1,0,3,7.74,0,7.74,28,0,1.0,20
29,3,0,5,12.96,0,12.96,29,0,1.0,20
30,7,0,0,16.39,0,16.39,30,0,0,20
