idx,loc_x,loc_y,loc_z,weight,group,score,seq,emerg,reloc,size(ft)
1,5,0,0,22.75,0,22.75,1,0,1.0,20
2,3,0,0,15.9,0,15.9,2,0,1.0,20
3,3,0,1,20.8,0,20.8,3,0,1.0,20
4,3,0,2,15.98,0,15.98,4,0,1.0,20
5,3,0,3,17.65,0,17.65,5,0,1.0,20
6,4,0,0,19.67,0,19.67,6,0,1.0,20
7,4,0,1,19.2,0,19.2,7,0,1.0,20
8,5,0,1,22.22,0,22.22,8,0,1.0,20
9,3,0,4,18.03,0,18.03,9,0,1.0,20
10,4,0,2,15.88,0,15.88,10,0,1.0,20
11,6,0,0,15.91,0,15.91,11,0,0,20
12,4,0,3,21.0,0,21.0,12,0,1.0,20
13,5,0,2,22.97,0,22.97,13,0,1.0,20
14,6,0,1,21.93,0,21.93,14,0,1.0,20
15,2,0,0,7.34,0,7.34,15,0,1.0,20
16,3,0,5,15.9,0,15.9,16,0,1.0,20
17,2,0,1,5.39,0,5.39,17,0,1.0,20
18,6,0,2,16.41,0,16.41,18,0,1.0,20
19,5,0,3,23.46,0,23.46,19,0,1.0,20
20,5,0,4,23.89,0,23.89,20,0,1.0,20
21,2,0,2,14.31,0,14.31,21,0,1.0,20
22,4,0,4,19.97,0,19.97,22,0,1.0,20
23,2,0,3,13.57,0,13.57,23,0,1.0,20
24,2,0,4,13.47,0,13.47,24,0,1.0,20
25,1,0,0,5.0,0,5.0,25,0,1.0,20
26,1,0,1,6.03,0,6.03,26,0,1.0,20
27,1,0,2,5.91,0,5.91,27,0,1.0,20
28,1,0,3,16.07,0,16.07,28,0,1.0,20
29,4,0,5,19.36,0,19.36,29,0,1.0,20
30,7,0,0,11.46,0,11.46,30,0,0,20
