idx,loc_x,loc_y,loc_z,weight,group,score,seq,emerg,reloc,size(ft)
1,7,0,0,20.46,0,20.46,1,0,1.0,20
2,5,0,0,16.26,0,16.26,2,0,1.0,20
3,2,0,0,6.58,0,6.58,3,0,1.0,20
4,3,0,0,10.5,0,10.5,4,0,1.0,20
5,4,0,0,8.5,0,8.5,5,0,1.0,20
6,5,0,1,15.06,0,15.06,6,0,1.0,20
7,3,0,1,7.76,0,7.76,7,0,1.0,20
8,7,0,1,20.07,0,20.07,8,0,1.0,20
9,9,0,0,21.89,0,21.89,9,0,1.0000000000001508,20
10,9,0,1,21.68,0,21.68,10,0,1.0000000000002476,20
11,5,0,2,16.79,0,16.79,11,0,1.0,20
12,3,0,2,12.52,0,12.52,12,0,1.0,20
13,8,0,0,23.76,0,23.76,13,0,1.0,20
14,5,0,3,15.07,0,15.07,14,0,1.0,20
15,3,0,3,13.73,0,13.73,15,0,1.0,20
16,8,0,1,21.97,0,21.97,16,0,1.0,20
17,3,0,4,13.56,0,13.56,17,0,1.0,20
18,4,0,1,6.55,0,6.55,18,0,1.0000000000001055,20
19,5,0,4,14.58,0,14.58,19,0,1.0,20
20,6,0,0,18.15,0,18.15,20,0,1.0,20
21,5,0,5,14.68,0,14.68,21,0,1.0,20
22,10,0,0,23.8,0,23.8,22,0,1.0,20
23,2,0,1,6.47,0,6.47,23,0,1.0,20
24,8,0,2,21.74,0,21.74,24,0,1.0,20
25,6,0,1,18.72,0,18.72,25,0,1.0,20
26,4,0,2,10.66,0,10.66,26,0,0.9999999999997278,20
27,4,0,3,14.91,0,14.91,27,0,1.0,20
28,4,0,4,16.54,0,16.54,28,0,1.0000000000005622,20
29,2,0,2,11.65,0,11.65,29,0,1.0,20
30,9,0,2,22.34,0,22.34,30,0,1.0000000000002476,20
31,2,0,3,13.54,0,13.54,31,0,1.0,20
32,7,0,2,20.36,0,20.36,32,0,1.0,20
33,6,0,2,17.23,0,17.23,33,0,1.0,20
34,2,0,4,13.51,0,13.51,34,0,1.0,20
35,4,0,5,16.64,0,16.64,35,0,1.0000000000011768,20
36,7,0,3,20.64,0,20.64,36,0,1.0,20
37,3,0,5,10.51,0,10.51,37,0,1.0,20
38,1,0,0,5.53,0,5.53,38,0,0.9999999999991916,20
39,8,0,3,20.06,0,20.06,39,0,1.0,20
40,1,0,1,5.11,0,5.11,40,0,0.9999999999991916,20
41,1,0,2,6.84,0,6.84,41,0,1.0,20
42,1,0,3,11.78,0,11.78,42,0,1.0,20
43,1,0,4,5.82,0,5.82,43,0,1.0,20
44,8,0,4,23.37,0,23.37,44,0,0.9999999999988136,20
45,6,0,3,16.93,0,16.93,45,0,1.0,20
46,6,0,4,18.8,0,18.8,46,0,0.9999999999996134,20
47,7,0,4,21.3,0,21.3,47,0,1.0,20
48,2,0,5,8.87,0,8.87,48,0,1.0,20
49,7,0,5,21.37,0,21.37,49,0,0.9999999999997846,20
50,6,0,5,15.76,0,15.76,50,0,1.0000000000004836,20
