idx,loc_x,loc_y,loc_z,weight,group,score,seq,emerg,reloc,size(ft)
1,7,0,0,22.54,0,22.54,1,0,1.0,20
2,9,0,0,23.19,0,23.19,2,0,1.0,20
3,9,0,1,22.9,0,22.9,3,0,1.0,20
4,8,0,0,21.61,0,21.61,4,0,1.0,20
5,4,0,0,13.68,0,13.68,5,0,1.0,20
6,2,0,0,8.64,0,8.64,6,0,0,20
7,9,0,2,22.09,0,22.09,7,0,1.0,20
8,4,0,1,16.21,0,16.21,8,0,1.0,20
9,7,0,1,17.66,0,17.66,9,0,1.0,20
10,1,0,0,5.59,0,5.59,10,0,1.0000000000020621,20
11,9,0,3,23.49,0,23.49,11,0,1.0,20
12,4,0,2,10.41,0,10.41,12,0,1.0,20
13,7,0,2,22.43,0,22.43,13,0,1.0,20
14,7,0,3,20.01,0,20.01,14,0,1.0,20
15,4,0,3,15.33,0,15.33,15,0,1.0,20
16,1,0,1,5.56,0,5.56,16,0,1.0,20
17,4,0,4,14.3,0,14.3,17,0,1.0,20
18,7,0,4,19.89,0,19.89,18,0,1.0,20
19,4,0,5,16.58,0,16.58,19,0,1.0,20
20,2,0,1,9.68,0,9.68,20,0,1.0,20
21,2,0,2,9.6,0,9.6,21,0,1.0,20
22,5,0,0,17.36,0,17.36,22,0,1.0,20
23,6,0,0,18.12,0,18.12,23,0,0.9999999999958763,20
24,8,0,1,22.95,0,22.95,24,0,1.0,20
25,2,0,3,11.26,0,11.26,25,0,1.0,20
26,7,0,5,19.64,0,19.64,26,0,1.0,20
27,5,0,1,12.36,0,12.36,27,0,1.0,20
28,5,0,2,19.04,0,19.04,28,0,1.0,20
29,6,0,1,17.2,0,17.2,29,0,0.9999999999958763,20
30,6,0,2,17.81,0,17.81,30,0,0.9999999999958763,20
31,5,0,3,15.69,0,15.69,31,0,1.0,20
32,3,0,0,10.2,0,10.2,32,0,0,20
33,5,0,4,15.55,0,15.55,33,0,1.0,20
34,10,0,0,23.87,0,23.87,34,0,1.0,20
35,8,0,2,22.0,0,22.0,35,0,1.0,20
36,8,0,3,23.48,0,23.48,36,0,1.0,20
37,6,0,3,21.45,0,21.45,37,0,0.9999999999958756,20
38,1,0,2,6.66,0,6.66,38,0,0.9999999999987627,20
39,3,0,1,11.73,0,11.73,39,0,0,20
40,3,0,2,12.15,0,12.15,40,0,0,20
41,1,0,3,6.44,0,6.44,41,0,1.0,20
42,3,0,3,12.64,0,12.64,42,0,1.0,20
43,6,0,4,21.34,0,21.34,43,0,0.9999999999958756,20
44,2,0,4,10.06,0,10.06,44,0,1.0,20
45,8,0,4,21.62,0,21.62,45,0,1.0000000000028342,20
46,10,0,1,18.96,0,18.96,46,0,1.0,20
47,3,0,4,14.29,0,14.29,47,0,1.0,20
48,6,0,5,18.59,0,18.59,48,0,1.0,20
49,1,0,4,7.32,0,7.32,49,0,0.9999999999983502,20
50,3,0,5,13.42,0,13.42,50,0,1.0,20
