idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,6,0,0,18.38,1,118.38,1,0,20
2,1,0,0,5.77,1,105.77,2,0,20
3,2,0,0,5.49,0,5.49,3,0,20
4,6,0,1,6.55,3,306.55,4,0,20
5,2,0,1,17.27,0,17.27,5,0,20
6,2,0,2,22.91,0,22.91,6,0,20
7,2,0,3,20.14,3,320.14,7,0,20
8,6,0,2,11.97,3,311.97,8,0,20
9,1,0,1,9.97,2,209.97,9,1.0,20
10,2,0,4,20.38,3,320.38,10,0,20
11,6,0,3,14.92,3,314.92,11,0,20
12,5,0,0,17.34,1,117.34,12,0,20
13,1,0,2,19.16,2,219.16,13,1.0,20
14,5,0,1,23.55,1,123.55,14,0,20
15,1,0,3,21.12,1,121.12,15,1.0,20
16,3,0,0,17.64,0,17.64,16,0,20
17,5,0,2,16.01,2,216.01,17,0,20
18,3,0,1,21.6,0,21.6,18,0,20
19,3,0,2,7.59,3,307.59,19,0,20
20,4,0,0,5.45,0,5.45,20,0,20
