idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,4,0,0,6.55,3,306.55,1,0,20
2,6,0,0,11.1,2,211.1,2,0,20
3,2,0,0,20.56,0,20.56,3,0,20
4,2,0,1,21.5,0,21.5,4,0,20
5,2,0,2,23.76,1,123.76,5,0,20
6,6,0,1,23.46,2,223.46,6,0,20
7,6,0,2,13.63,3,313.63,7,0,20
8,5,0,0,23.69,0,23.69,8,0,20
9,4,0,1,18.9,3,318.9,9,0,20
10,5,0,1,11.16,1,111.16,10,0,20
11,2,0,3,14.34,3,314.34,11,0,20
12,3,0,0,13.1,0,13.1,12,0,20
13,5,0,2,22.28,1,122.28,13,0,20
14,1,0,0,10.23,0,10.23,14,0,20
15,3,0,1,9.59,1,109.59,15,0,20
16,6,0,3,17.78,3,317.78,16,0,20
17,5,0,3,6.42,3,306.42,17,0,20
18,3,0,2,15.37,2,215.37,18,0,20
19,3,0,3,17.5,3,317.5,19,0,20
20,1,0,1,21.56,1,121.56,20,0,20
