idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,3,0,0,6.88,0,0,0,20
2,3,0,1,13.61,0,0,0,20
3,2,0,0,16.56,0,0,0,20
4,1,0,0,7.58,0,0,0,20
5,5,0,0,7.97,0,0,0,20
6,5,0,1,14.65,0,0,0,20
7,1,0,1,8.73,0,0,0,20
8,4,0,0,5.11,1,0,0,20
9,6,0,0,13.59,2,0,0,20
10,5,0,2,18.13,3,0,0,20
11,1,0,2,10.07,4,0,0,20
12,6,0,1,22.5,5,0,0,20
13,2,0,1,17.8,6,0,0,20
14,5,0,3,21.59,7,0,0,20
15,4,0,1,7.61,8,0,0,20
16,1,0,3,12.72,9,0,0,20
17,3,0,2,13.63,10,0,0,20
18,3,0,3,16.74,11,0,0,20
19,4,0,2,17.79,12,0,0,20
20,4,0,3,21.04,13,0,0,20
