idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,4,0,0,6.88,0,0,0,20
2,5,0,0,22.92,0,0,1.0,20
3,4,0,1,14.68,0,0,1.0,20
4,5,0,1,7.8,0,0,1.0,20
5,2,0,0,17.88,0,0,0,20
6,1,0,0,11.24,0,0,0,20
7,4,0,2,10.42,0,0,1.0,20
8,6,0,0,10.65,1,0,0,20
9,4,0,3,22.71,2,0,1.0,20
10,3,0,0,10.62,3,0,0,20
11,2,0,1,21.61,4,0,0,20
12,3,0,1,11.55,5,0,0,20
13,6,0,1,17.35,6,0,0,20
14,2,0,2,23.46,7,0,0,20
15,3,0,2,14.63,8,0,0,20
16,1,0,1,12.2,9,0,0,20
17,3,0,3,20.06,10,0,0,20
18,6,0,2,17.6,11,0,0,20
19,5,0,2,6.35,12,0,1.0,20
20,1,0,2,15.0,13,0,0,20
