idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,4,0,0,22.05,0,0,1.0,20
2,3,0,0,15.98,0,0,1.0,20
3,4,0,1,5.3,0,0,1.0,20
4,5,0,0,12.66,0,0,0,20
5,4,0,2,14.25,0,0,1.0,20
6,3,0,1,9.23,0,0,1.0,20
7,6,0,0,10.79,0,0,0,20
8,6,0,1,18.38,1,0,0,20
9,5,0,1,14.37,2,0,0,20
10,3,0,2,12.51,3,0,1.0,20
11,3,0,3,12.29,4,0,1.0,20
12,2,0,0,7.87,5,0,0,20
13,2,0,1,10.92,6,0,0,20
14,1,0,0,6.35,7,0,0,20
15,1,0,1,9.64,8,0,0,20
16,1,0,2,10.28,9,0,0,20
17,5,0,2,16.79,10,0,0,20
18,1,0,3,16.31,11,0,0,20
19,5,0,3,21.16,12,0,0,20
20,2,0,2,12.48,13,0,0,20
