idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,2,0,0,5.37,1,0,0,20
2,4,0,0,16.31,2,0,0,20
3,2,0,1,11.42,3,0,1.0,20
4,5,0,0,22.73,4,0,1.0,20
5,5,0,1,21.12,5,0,1.0,20
6,2,0,2,14.87,6,0,1.0,20
7,3,0,0,13.76,7,0,1.0,20
8,3,0,1,9.07,8,0,1.0,20
9,6,0,0,22.9,9,0,0,20
10,3,0,2,15.91,10,0,1.0,20
11,5,0,2,17.23,11,0,1.0,20
12,2,0,3,7.68,12,0,1.0,20
13,4,0,1,17.07,13,0,1.0,20
14,1,0,0,6.85,14,0,1.0,20
15,1,0,1,5.2,15,0,1.0,20
16,3,0,3,19.65,16,0,1.0,20
17,4,0,2,16.71,17,0,1.0,20
18,1,0,2,6.34,18,0,1.0,20
19,1,0,3,6.55,19,0,1.0,20
20,2,0,4,15.76,20,0,1.0,20
