idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,2,0,0,13.41,1,0,1.0,20
2,4,0,0,18.28,2,0,1.0,20
3,2,0,1,14.06,3,0,1.0,20
4,2,0,2,11.99,4,0,1.0,20
5,4,0,1,20.62,5,0,1.0,20
6,2,0,3,11.36,6,0,1.0,20
7,4,0,2,18.18,7,0,1.0,20
8,5,0,0,21.62,8,0,1.0,20
9,2,0,4,14.12,9,0,1.0,20
10,3,0,0,5.96,10,0,0,20
11,5,0,1,9.36,11,0,1.0,20
12,6,0,0,22.8,12,0,0,20
13,3,0,1,8.39,13,0,0,20
14,4,0,3,20.46,14,0,1.0,20
15,1,0,0,6.85,15,0,1.0,20
16,1,0,1,9.53,16,0,1.0,20
17,3,0,2,11.32,17,0,1.0,20
18,5,0,2,17.83,18,0,1.0,20
19,3,0,3,14.67,19,0,1.0,20
20,1,0,2,6.04,20,0,1.0,20
