idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,4,0,0,7.54,0,7.54,1,0,20
2,3,0,0,5.7,0,5.7,2,0,20
3,6,0,0,16.3,0,16.3,3,0,20
4,6,0,1,21.16,0,21.16,4,0,20
5,3,0,1,16.29,0,16.29,5,0,20
6,3,0,2,20.44,0,20.44,6,0,20
7,6,0,2,21.53,0,21.53,7,0,20
8,4,0,1,18.53,0,18.53,8,0.9999999999999993,20
9,5,0,0,9.11,0,9.11,9,0,20
10,6,0,3,22.6,0,22.6,10,0,20
11,2,0,0,5.61,0,5.61,11,0,20
12,6,0,4,23.42,0,23.42,12,0,20
13,1,0,0,13.54,0,13.54,13,0,20
14,1,0,1,15.11,0,15.11,14,0,20
15,1,0,2,18.39,0,18.39,15,0,20
16,5,0,1,16.75,0,16.75,16,0,20
17,2,0,1,13.01,0,13.01,17,0,20
18,3,0,3,21.12,0,21.12,18,0,20
19,3,0,4,21.84,0,21.84,19,0,20
20,1,0,3,20.69,0,20.69,20,0,20
21,2,0,2,14.2,0,14.2,21,0,20
22,5,0,2,18.61,0,18.61,22,0,20
23,4,0,2,8.86,0,8.86,23,0.9999999999999989,20
