idx,loc_x,loc_y,loc_z,weight,group,score,seq,emerg,reloc,size(ft)
1,7,0,0,22.3,0,22.3,1,0,0,20
2,3,0,0,9.48,0,9.48,2,0,0,20
3,5,0,0,17.93,0,17.93,3,0,0,20
4,4,0,0,14.84,0,14.84,4,0,0,20
5,7,0,1,22.81,0,22.81,5,0,0,20
6,5,0,1,19.48,0,19.48,6,0,0,20
7,6,0,0,9.07,0,9.07,7,0,0,20
8,6,0,1,12.88,0,12.88,8,0,0,20
9,3,0,1,12.03,0,12.03,9,0,0,20
10,5,0,2,19.68,0,19.68,10,0,0,20
11,1,0,0,7.61,0,7.61,11,0,0,20
12,3,0,2,16.84,0,16.84,12,0,1.0,20
13,6,0,2,20.7,0,20.7,13,0,0,20
14,6,0,3,23.71,0,23.71,14,0,0,20
15,5,0,3,20.56,0,20.56,15,0,0,20
16,2,0,0,6.04,0,6.04,16,0,0,20
17,3,0,3,16.68,0,16.68,17,0,1.0,20
18,3,0,4,16.44,0,16.44,18,0,1.0,20
19,2,0,1,9.33,0,9.33,19,0,0,20
20,4,0,1,17.93,0,17.93,20,0,0,20
21,2,0,2,10.13,0,10.13,21,0,0,20
22,4,0,2,18.37,0,18.37,22,0,0,20
23,3,0,5,16.69,0,16.69,23,0,1.0,20
24,2,0,3,13.02,0,13.02,24,0,0,20
25,4,0,3,20.5,0,20.5,25,0,0,20
26,4,0,4,21.3,0,21.3,26,0,0,20
27,5,0,4,22.36,0,22.36,27,0,0,20
28,1,0,1,8.43,0,8.43,28,0,0,20
29,2,0,4,16.56,0,16.56,29,0,0,20
30,1,0,2,12.82,0,12.82,30,0,0,20
