idx,loc_x,loc_y,loc_z,weight,group,score,seq,emerg,reloc,size(ft)
1,2,0,0,11.13,0,11.13,1,0,1.0,20
2,5,0,0,17.68,0,17.68,2,0,0,20
3,2,0,1,11.35,0,11.35,3,0,1.0,20
4,4,0,0,12.08,0,12.08,4,0,0,20
5,2,0,2,10.81,0,10.81,5,0,1.0,20
6,4,0,1,12.37,0,12.37,6,0,0,20
7,5,0,1,20.83,0,20.83,7,0,1.0,20
8,1,0,0,5.18,0,5.18,8,0,0,20
9,1,0,1,5.75,0,5.75,9,0,0,20
10,4,0,2,13.28,0,13.28,10,0,0,20
11,4,0,3,21.64,0,21.64,11,0,1.0,20
12,5,0,2,21.43,0,21.43,12,0,1.0,20
13,3,0,0,6.88,0,6.88,13,0,0,20
14,6,0,0,16.21,0,16.21,14,0,0,20
15,3,0,1,10.52,0,10.52,15,0,0,20
16,5,0,3,20.82,0,20.82,16,0,1.0,20
17,3,0,2,10.95,0,10.95,17,0,0,20
18,5,0,4,20.69,0,20.69,18,0,1.0,20
19,1,0,2,6.81,0,6.81,19,0,0,20
20,6,0,1,17.22,0,17.22,20,0,0,20
21,6,0,2,20.01,0,20.01,21,0,0,20
22,7,0,0,16.36,0,16.36,22,0,0,20
23,3,0,3,11.89,0,11.89,23,0,0,20
24,1,0,3,8.31,0,8.31,24,0,0,20
25,4,0,4,18.19,0,18.19,25,0,1.0,20
26,3,0,4,18.03,0,18.03,26,0,1.0,20
27,3,0,5,13.77,0,13.77,27,0,1.0,20
28,1,0,4,13.5,0,13.5,28,0,0,20
29,2,0,3,6.84,0,6.84,29,0,1.0,20
30,2,0,4,5.84,0,5.84,30,0,1.0,20
