idx,loc_x,loc_y,loc_z,weight,group,score,seq,emerg,reloc,size(ft)
1,3,0,0,7.33,0,7.33,1,0,0,20
2,5,0,0,16.42,0,16.42,2,0,0,20
3,7,0,0,19.44,0,19.44,3,0,0,20
4,5,0,1,16.67,0,16.67,4,0,0,20
5,7,0,1,22.1,0,22.1,5,0,0,20
6,6,0,0,15.5,0,15.5,6,0,0,20
7,5,0,2,17.96,0,17.96,7,0,0,20
8,5,0,3,21.05,0,21.05,8,0,1.0,20
9,5,0,4,18.79,0,18.79,9,0,1.0,20
10,6,0,1,17.16,0,17.16,10,0,0,20
11,6,0,2,19.21,0,19.21,11,0,0,20
12,4,0,0,14.65,0,14.65,12,0,0,20
13,5,0,5,22.56,0,22.56,13,0,1.0,20
14,6,0,3,20.66,0,20.66,14,0,0,20
15,3,0,1,7.6,0,7.6,15,0,0,20
16,3,0,2,13.25,0,13.25,16,0,0,20
17,3,0,3,14.98,0,14.98,17,0,0,20
18,2,0,0,7.36,0,7.36,18,0,0,20
19,2,0,1,13.0,0,13.0,19,0,1.0,20
20,4,0,1,14.66,0,14.66,20,0,0,20
21,4,0,2,14.73,0,14.73,21,0,0,20
22,2,0,2,12.09,0,12.09,22,0,1.0,20
23,4,0,3,18.75,0,18.75,23,0,0,20
24,4,0,4,20.59,0,20.59,24,0,0,20
25,3,0,4,15.17,0,15.17,25,0,0,20
26,2,0,3,13.93,0,13.93,26,0,1.0,20
27,1,0,0,7.66,0,7.66,27,0,0,20
28,2,0,4,12.78,0,12.78,28,0,1.0,20
29,1,0,1,8.74,0,8.74,29,0,1.0,20
30,1,0,2,7.79,0,7.79,30,0,1.0,20
