idx,loc_x,loc_y,loc_z,weight,group,score,seq,emerg,reloc,size(ft)
1,4,0,0,9.63,0,9.63,1,0,0,20
2,4,0,1,22.95,0,22.95,2,0,1.0,20
3,4,0,2,17.86,0,17.86,3,0,1.0,20
4,2,0,0,6.72,0,6.72,4,0,0,20
5,8,0,0,19.64,0,19.64,5,0,0,20
6,4,0,3,15.91,0,15.91,6,0,1.0,20
7,2,0,1,8.53,0,8.53,7,0,0,20
8,6,0,0,18.78,0,18.78,8,0,0,20
9,3,0,0,8.31,0,8.31,9,0,0,20
10,5,0,0,6.28,0,6.28,10,0,0,20
11,6,0,1,18.85,0,18.85,11,0,0,20
12,4,0,4,18.67,0,18.67,12,0,1.0,20
13,5,0,1,12.91,0,12.91,13,0,0,20
14,5,0,2,17.52,0,17.52,14,0,0,20
15,5,0,3,23.16,0,23.16,15,0,0,20
16,3,0,1,11.09,0,11.09,16,0,0,20
17,2,0,2,11.68,0,11.68,17,0,0,20
18,3,0,2,11.25,0,11.25,18,0,0,20
19,2,0,3,15.12,0,15.12,19,0,0,20
20,1,0,0,5.57,0,5.57,20,0,0,20
21,1,0,1,9.44,0,9.44,21,0,0,20
22,1,0,2,9.68,0,9.68,22,0,0,20
23,1,0,3,9.95,0,9.95,23,0,0,20
24,2,0,4,15.28,0,15.28,24,0,0,20
25,6,0,2,19.52,0,19.52,25,0,0,20
26,4,0,5,18.62,0,18.62,26,0,1.0,20
27,3,0,3,11.37,0,11.37,27,0,0,20
28,3,0,4,16.49,0,16.49,28,0,0,20
29,7,0,0,12.51,0,12.51,29,0,0,20
30,3,0,5,22.78,0,22.78,30,0,0,20
