idx,loc_x,loc_y,loc_z,weight,group,score,seq,emerg,reloc,size(ft)
1,4,0,0,12.69,0,12.69,1,0,0,20
2,1,0,0,5.96,0,5.96,2,0,0,20
3,5,0,0,12.97,0,12.97,3,0,0,20
4,3,0,0,10.51,0,10.51,4,0,0,20
5,4,0,1,14.27,0,14.27,5,0,0,20
6,1,0,1,7.52,0,7.52,6,0,0,20
7,4,0,2,16.69,0,16.69,7,0,0,20
8,3,0,1,10.51,0,10.51,8,0,0,20
9,1,0,2,10.16,0,10.16,9,0,0,20
10,3,0,2,11.75,0,11.75,10,0,0,20
11,1,0,3,22.57,0,22.57,11,0,0,20
12,5,0,1,16.58,0,16.58,12,0,0,20
13,2,0,0,7.11,0,7.11,13,0,1.0,20
14,2,0,1,6.75,0,6.75,14,0,1.0,20
15,5,0,2,19.08,0,19.08,15,0,0,20
16,5,0,3,21.0,0,21.0,16,0,0,20
17,6,0,0,6.61,0,6.61,17,0,0,20
18,4,0,3,20.51,0,20.51,18,0,0,20
19,3,0,3,13.2,0,13.2,19,0,0,20
20,6,0,1,18.01,0,18.01,20,0,0,20
21,6,0,2,18.63,0,18.63,21,0,0,20
22,5,0,4,22.88,0,22.88,22,0,0,20
23,4,0,4,22.58,0,22.58,23,0,0,20
24,2,0,2,10.12,0,10.12,24,0,1.0,20
25,3,0,4,15.53,0,15.53,25,0,0,20
26,6,0,3,20.05,0,20.05,26,0,0,20
27,2,0,3,9.25,0,9.25,27,0,1.0,20
28,2,0,4,8.57,0,8.57,28,0,1.0,20
29,7,0,0,5.88,0,5.88,29,0,0,20
30,7,0,1,17.28,0,17.28,30,0,0,20
