idx,loc_x,loc_y,loc_z,weight,group,score,seq,emerg,reloc,size(ft)
1,3,0,0,11.97,0,11.97,1,0,1.0,20
2,3,0,1,7.79,0,7.79,2,0,1.0,20
3,3,0,2,16.63,0,16.63,3,0,1.0,20
4,2,0,0,6.55,0,6.55,4,0,0,20
5,3,0,3,21.38,0,21.38,5,0,1.0,20
6,5,0,0,10.0,0,10.0,6,0,0,20
7,6,0,0,19.0,0,19.0,7,0,0,20
8,5,0,1,16.15,0,16.15,8,0,0,20
9,7,0,0,8.03,0,8.03,9,0,0,20
10,3,0,4,20.64,0,20.64,10,0,1.0,20
11,4,0,0,7.87,0,7.87,11,0,0,20
12,5,0,2,16.34,0,16.34,12,0,0,20
13,2,0,1,7.36,0,7.36,13,0,0,20
14,6,0,1,22.55,0,22.55,14,0,0,20
15,6,0,2,23.54,0,23.54,15,0,0,20
16,1,0,0,5.64,0,5.64,16,0,1.0,20
17,4,0,1,14.85,0,14.85,17,0,0,20
18,4,0,2,14.97,0,14.97,18,0,0,20
19,5,0,3,23.13,0,23.13,19,0,0,20
20,3,0,5,14.6,0,14.6,20,0,1.0,20
21,2,0,2,7.85,0,7.85,21,0,0,20
22,2,0,3,11.2,0,11.2,22,0,0,20
23,5,0,4,23.38,0,23.38,23,0,0,20
24,4,0,3,15.51,0,15.51,24,0,0,20
25,4,0,4,20.38,0,20.38,25,0,0,20
26,1,0,1,5.03,0,5.03,26,0,1.0,20
27,2,0,4,12.46,0,12.46,27,0,0,20
28,6,0,3,23.87,0,23.87,28,0,0,20
29,7,0,1,23.07,0,23.07,29,0,0,20
30,1,0,2,8.06,0,8.06,30,0,1.0,20
