idx,loc_x,loc_y,loc_z,weight,group,score,seq,emerg,reloc,size(ft)
1,3,0,0,23.71,0,23.71,1,0,1.0,20
2,5,0,0,14.21,0,14.21,2,0,0,20
3,5,0,1,18.45,0,18.45,3,0,0,20
4,3,0,1,10.48,0,10.48,4,0,1.0,20
5,3,0,2,16.6,0,16.6,5,0,1.0,20
6,5,0,2,22.42,0,22.42,6,0,0,20
7,4,0,0,6.87,0,6.87,7,0,0,20
8,3,0,3,16.14,0,16.14,8,0,1.0,20
9,6,0,0,14.08,0,14.08,9,0,0,20
10,7,0,0,21.44,0,21.44,10,0,0,20
11,3,0,4,15.51,0,15.51,11,0,1.0,20
12,4,0,1,11.18,0,11.18,12,0,0,20
13,2,0,0,6.89,0,6.89,13,0,0,20
14,3,0,5,16.02,0,16.02,14,0,1.0,20
15,2,0,1,9.54,0,9.54,15,0,0,20
16,4,0,2,11.33,0,11.33,16,0,0,20
17,7,0,1,23.56,0,23.56,17,0,0,20
18,5,0,3,22.94,0,22.94,18,0,0,20
19,5,0,4,23.47,0,23.47,19,0,0,20
20,5,0,5,23.93,0,23.93,20,0,0,20
21,6,0,1,14.46,0,14.46,21,0,0,20
22,2,0,2,10.58,0,10.58,22,0,0,20
23,4,0,3,22.51,0,22.51,23,0,0,20
24,6,0,2,14.99,0,14.99,24,0,0,20
25,1,0,0,6.17,0,6.17,25,0,0,20
26,4,0,4,23.26,0,23.26,26,0,0,20
27,6,0,3,22.23,0,22.23,27,0,0,20
28,1,0,1,11.47,0,11.47,28,0,1.0,20
29,1,0,2,11.16,0,11.16,29,0,1.0,20
30,2,0,3,10.74,0,10.74,30,0,0,20
