idx,loc_x,loc_y,loc_z,weight,group,score,seq,emerg,reloc,size(ft)
1,2,0,0,6.35,0,6.35,1,0,0,20
2,5,0,0,17.44,0,17.44,2,0,0,20
3,4,0,0,13.06,0,13.06,3,0,0,20
4,4,0,1,13.93,0,13.93,4,0,0,20
5,4,0,2,20.19,0,20.19,5,0,1.0,20
6,5,0,1,21.85,0,21.85,6,0,0,20
7,5,0,2,21.99,0,21.99,7,0,0,20
8,4,0,3,23.97,0,23.97,8,0,1.0,20
9,6,0,0,11.84,0,11.84,9,0,0,20
10,5,0,3,22.83,0,22.83,10,0,0,20
11,3,0,0,8.72,0,8.72,11,0,0,20
12,4,0,4,19.27,0,19.27,12,0,1.0,20
13,3,0,1,9.17,0,9.17,13,0,0,20
14,5,0,4,23.81,0,23.81,14,0,0,20
15,2,0,1,8.22,0,8.22,15,0,0,20
16,6,0,1,16.67,0,16.67,16,0,0,20
17,3,0,2,12.38,0,12.38,17,0,0,20
18,4,0,5,15.64,0,15.64,18,0,1.0,20
19,2,0,2,9.02,0,9.02,19,0,0,20
20,7,0,0,7.43,0,7.43,20,0,0,20
21,6,0,2,22.97,0,22.97,21,0,0,20
22,3,0,3,13.69,0,13.69,22,0,0,20
23,7,0,1,15.18,0,15.18,23,0,0,20
24,1,0,0,6.06,0,6.06,24,0,0,20
25,1,0,1,6.75,0,6.75,25,0,0,20
26,2,0,3,12.05,0,12.05,26,0,0,20
27,6,0,3,23.66,0,23.66,27,0,0,20
28,2,0,4,12.31,0,12.31,28,0,0,20
29,3,0,4,14.38,0,14.38,29,0,0,20
30,1,0,2,9.9,0,9.9,30,0,0,20
