idx,loc_x,loc_y,loc_z,weight,group,score,seq,emerg,reloc,size(ft)
1,4,0,0,15.88,0,15.88,1,0,0,20
2,3,0,0,5.73,0,5.73,2,0,0,20
3,4,0,1,21.59,0,21.59,3,0,1.0,20
4,6,0,0,20.69,0,20.69,4,0,1.0,20
5,4,0,2,21.13,0,21.13,5,0,1.0,20
6,4,0,3,17.43,0,17.43,6,0,1.0,20
7,5,0,0,10.04,0,10.04,7,0,0,20
8,6,0,1,18.9,0,18.9,8,0,1.0,20
9,3,0,1,9.17,0,9.17,9,0,0,20
10,6,0,2,14.32,0,14.32,10,0,1.0,20
11,6,0,3,16.45,0,16.45,11,0,1.0,20
12,2,0,0,7.34,0,7.34,12,0,0,20
13,3,0,2,11.37,0,11.37,13,0,0,20
14,2,0,1,8.51,0,8.51,14,0,0,20
15,4,0,4,23.2,0,23.2,15,0,1.0,20
16,5,0,1,12.47,0,12.47,16,0,0,20
17,3,0,3,14.25,0,14.25,17,0,0,20
18,4,0,5,17.63,0,17.63,18,0,1.0,20
19,7,0,0,12.17,0,12.17,19,0,0,20
20,7,0,1,19.48,0,19.48,20,0,0,20
21,1,0,0,6.12,0,6.12,21,0,1.0,20
22,2,0,2,8.83,0,8.83,22,0,0,20
23,1,0,1,6.57,0,6.57,23,0,1.0,20
24,5,0,2,12.49,0,12.49,24,0,0,20
25,1,0,2,5.45,0,5.45,25,0,1.0,20
26,5,0,3,16.59,0,16.59,26,0,0,20
27,3,0,4,14.32,0,14.32,27,0,0,20
28,2,0,3,10.48,0,10.48,28,0,0,20
29,1,0,3,5.24,0,5.24,29,0,1.0,20
30,5,0,4,17.09,0,17.09,30,0,0,20
