idx,loc_x,loc_y,loc_z,weight,group,score,seq,emerg,reloc,size(ft)
1,3,0,0,5.22,0,5.22,1,0,0,20
2,4,0,0,15.84,0,15.84,2,0,0,20
3,7,0,0,18.72,0,18.72,3,0,0,20
4,4,0,1,16.73,0,16.73,4,0,0,20
5,3,0,1,11.36,0,11.36,5,0,0,20
6,2,0,0,6.59,0,6.59,6,0,0,20
7,3,0,2,13.26,0,13.26,7,0,0,20
8,4,0,2,18.26,0,18.26,8,0,0,20
9,2,0,1,8.95,0,8.95,9,0,0,20
10,3,0,3,15.43,0,15.43,10,0,0,20
11,2,0,2,9.07,0,9.07,11,0,0,20
12,7,0,1,23.82,0,23.82,12,0,0,20
13,6,0,0,11.21,0,11.21,13,0,0,20
14,6,0,1,19.06,0,19.06,14,0,0,20
15,3,0,4,15.86,0,15.86,15,0,0,20
16,3,0,5,20.18,0,20.18,16,0,0,20
17,6,0,2,22.48,0,22.48,17,0,0,20
18,5,0,0,6.82,0,6.82,18,0,0,20
19,5,0,1,22.16,0,22.16,19,0,0,20
20,6,0,3,23.95,0,23.95,20,0,0,20
21,4,0,3,18.85,0,18.85,21,0,0,20
22,2,0,3,9.78,0,9.78,22,0,0,20
23,1,0,0,5.64,0,5.64,23,0,0,20
24,1,0,1,7.49,0,7.49,24,0,0,20
25,5,0,2,23.19,0,23.19,25,0,0,20
26,1,0,2,12.37,0,12.37,26,0,0,20
27,5,0,3,23.21,0,23.21,27,0,0,20
28,1,0,3,13.16,0,13.16,28,0,0,20
29,4,0,4,19.32,0,19.32,29,0,0,20
30,2,0,4,11.06,0,11.06,30,0,0,20
