idx,loc_x,loc_y,loc_z,weight,group,score,seq,emerg,reloc,size(ft)
1,5,0,0,15.82,0,15.82,1,0,0,20
2,3,0,0,7.44,0,7.44,2,0,0,20
3,3,0,1,10.62,0,10.62,3,0,0,20
4,5,0,1,18.24,0,18.24,4,0,0,20
5,7,0,0,23.12,0,23.12,5,0,0,20
6,3,0,2,12.62,0,12.62,6,0,0,20
7,5,0,2,20.41,0,20.41,7,0,0,20
8,4,0,0,5.46,0,5.46,8,0,0,20
9,2,0,0,5.45,0,5.45,9,0,0,20
10,2,0,1,8.92,0,8.92,10,0,1.0,20
11,3,0,3,13.8,0,13.8,11,0,0,20
12,2,0,2,8.82,0,8.82,12,0,1.0,20
13,2,0,3,12.4,0,12.4,13,0,1.0,20
14,1,0,0,5.38,0,5.38,14,0,0,20
15,4,0,1,12.01,0,12.01,15,0,0,20
16,4,0,2,16.58,0,16.58,16,0,0,20
17,6,0,0,11.63,0,11.63,17,0,0,20
18,6,0,1,18.92,0,18.92,18,0,0,20
19,1,0,1,7.67,0,7.67,19,0,0,20
20,6,0,2,20.55,0,20.55,20,0,0,20
21,2,0,4,11.04,0,11.04,21,0,1.0,20
22,3,0,4,17.7,0,17.7,22,0,0,20
23,1,0,2,9.28,0,9.28,23,0,0,20
24,1,0,3,10.4,0,10.4,24,0,0,20
25,4,0,3,16.83,0,16.83,25,0,0,20
26,5,0,3,21.6,0,21.6,26,0,0,20
27,4,0,4,17.58,0,17.58,27,0,0,20
28,2,0,5,8.3,0,8.3,28,0,1.0,20
29,4,0,5,21.89,0,21.89,29,0,0,20
30,5,0,4,22.74,0,22.74,30,0,0,20
