idx,loc_x,loc_y,loc_z,weight,group,score,seq,emerg,reloc,size(ft)
1,7,0,0,22.5,0,22.5,1,0,0,20
2,2,0,0,8.59,0,8.59,2,0,0,20
3,3,0,0,13.37,0,13.37,3,0,0,20
4,7,0,1,23.26,0,23.26,4,0,0,20
5,5,0,0,17.75,0,17.75,5,0,0,20
6,3,0,1,14.06,0,14.06,6,0,0,20
7,2,0,1,10.11,0,10.11,7,0,0,20
8,2,0,2,11.77,0,11.77,8,0,0,20
9,1,0,0,8.89,0,8.89,9,0,0,20
10,5,0,1,18.17,0,18.17,10,0,0,20
11,2,0,3,14.39,0,14.39,11,0,0,20
12,3,0,2,14.36,0,14.36,12,0,0,20
13,5,0,2,21.32,0,21.32,13,0,1.0,20
14,5,0,3,19.03,0,19.03,14,0,1.0,20
15,3,0,3,15.64,0,15.64,15,0,0,20
16,1,0,1,9.03,0,9.03,16,0,0,20
17,5,0,4,22.0,0,22.0,17,0,1.0,20
18,6,0,0,5.94,0,5.94,18,0,0,20
19,6,0,1,18.66,0,18.66,19,0,0,20
20,3,0,4,15.91,0,15.91,20,0,0,20
21,4,0,0,5.12,0,5.12,21,0,0,20
22,2,0,4,14.91,0,14.91,22,0,0,20
23,4,0,1,12.47,0,12.47,23,0,0,20
24,1,0,2,10.65,0,10.65,24,0,0,20
25,4,0,2,17.92,0,17.92,25,0,0,20
26,1,0,3,15.71,0,15.71,26,0,0,20
27,6,0,2,23.05,0,23.05,27,0,0,20
28,4,0,3,19.2,0,19.2,28,0,0,20
29,3,0,5,16.01,0,16.01,29,0,0,20
30,4,0,4,19.46,0,19.46,30,0,0,20
