idx,loc_x,loc_y,loc_z,weight,group,score,seq,emerg,reloc,size(ft)
1,4,0,0,15.27,0,15.27,1,0,0,20
2,5,0,0,14.1,0,14.1,2,0,0,20
3,6,0,0,11.49,0,11.49,3,0,0,20
4,1,0,0,6.51,0,6.51,4,0,0,20
5,5,0,1,23.57,0,23.57,5,0,1.0,20
6,4,0,1,16.47,0,16.47,6,0,0,20
7,6,0,1,15.6,0,15.6,7,0,0,20
8,4,0,2,17.75,0,17.75,8,0,0,20
9,2,0,0,7.64,0,7.64,9,0,0,20
10,1,0,1,7.48,0,7.48,10,0,0,20
11,4,0,3,19.39,0,19.39,11,0,0,20
12,5,0,2,23.16,0,23.16,12,0,1.0,20
13,1,0,2,8.97,0,8.97,13,0,0,20
14,6,0,2,21.59,0,21.59,14,0,0,20
15,4,0,4,19.66,0,19.66,15,0,0,20
16,2,0,1,8.89,0,8.89,16,0,0,20
17,3,0,0,7.89,0,7.89,17,0,0,20
18,6,0,3,23.89,0,23.89,18,0,0,20
19,5,0,3,23.68,0,23.68,19,0,1.0,20
20,3,0,1,8.57,0,8.57,20,0,0,20
21,5,0,4,23.19,0,23.19,21,0,1.0,20
22,1,0,3,20.59,0,20.59,22,0,0,20
23,2,0,2,8.89,0,8.89,23,0,0,20
24,4,0,5,20.21,0,20.21,24,0,0,20
25,3,0,2,16.89,0,16.89,25,0,0,20
26,7,0,0,5.06,0,5.06,26,0,0,20
27,2,0,3,9.9,0,9.9,27,0,0,20
28,3,0,3,17.68,0,17.68,28,0,0,20
29,2,0,4,10.81,0,10.81,29,0,0,20
30,7,0,1,13.51,0,13.51,30,0,0,20
