idx,loc_x,loc_y,loc_z,weight,group,score,seq,emerg,reloc,size(ft)
1,5,0,0,15.27,0,15.27,1,0,0,20
2,3,0,0,6.83,0,6.83,2,0,0,20
3,6,0,0,15.21,0,15.21,3,0,0,20
4,3,0,1,11.44,0,11.44,4,0,0,20
5,6,0,1,23.43,0,23.43,5,0,1.0,20
6,3,0,2,15.4,0,15.4,6,0,0,20
7,6,0,2,23.08,0,23.08,7,0,1.0,20
8,2,0,0,8.8,0,8.8,8,0,0,20
9,4,0,0,6.12,0,6.12,9,0,0,20
10,3,0,3,16.55,0,16.55,10,0,0,20
11,4,0,1,13.33,0,13.33,11,0,0,20
12,5,0,1,18.08,0,18.08,12,0,0,20
13,4,0,2,21.18,0,21.18,13,0,1.0,20
14,2,0,1,10.01,0,10.01,14,0,0,20
15,4,0,3,21.14,0,21.14,15,0,1.0,20
16,1,0,0,5.81,0,5.81,16,0,0,20
17,4,0,4,19.51,0,19.51,17,0,1.0,20
18,5,0,2,21.3,0,21.3,18,0,0,20
19,2,0,2,10.38,0,10.38,19,0,0,20
20,5,0,3,21.71,0,21.71,20,0,0,20
21,1,0,1,6.7,0,6.7,21,0,0,20
22,1,0,2,9.71,0,9.71,22,0,1.0,20
23,2,0,3,13.81,0,13.81,23,0,0,20
24,4,0,5,19.35,0,19.35,24,0,1.0,20
25,3,0,4,21.02,0,21.02,25,0,0,20
26,2,0,4,15.41,0,15.41,26,0,0,20
27,5,0,4,21.87,0,21.87,27,0,0,20
28,7,0,0,18.43,0,18.43,28,0,0,20
29,1,0,3,11.14,0,11.14,29,0,1.0,20
30,1,0,4,8.05,0,8.05,30,0,1.0,20
