idx,loc_x,loc_y,loc_z,weight,group,score,seq,emerg,reloc,size(ft)
1,5,0,0,21.17,0,21.17,1,0,1.0,20
2,5,0,1,15.36,0,15.36,2,0,1.0,20
3,3,0,0,9.36,0,9.36,3,0,0,20
4,3,0,1,10.61,0,10.61,4,0,0,20
5,4,0,0,13.27,0,13.27,5,0,0,20
6,5,0,2,23.49,0,23.49,6,0,1.0,20
7,4,0,1,13.72,0,13.72,7,0,0,20
8,5,0,3,20.19,0,20.19,8,0,1.0,20
9,4,0,2,14.99,0,14.99,9,0,0,20
10,3,0,2,11.37,0,11.37,10,0,0,20
11,3,0,3,11.79,0,11.79,11,0,0,20
12,6,0,0,11.05,0,11.05,12,0,0,20
13,5,0,4,17.81,0,17.81,13,0,1.0,20
14,3,0,4,14.51,0,14.51,14,0,1.0,20
15,6,0,1,16.36,0,16.36,15,0,0,20
16,4,0,3,15.42,0,15.42,16,0,0,20
17,4,0,4,17.22,0,17.22,17,0,0,20
18,2,0,0,6.11,0,6.11,18,0,0,20
19,6,0,2,20.15,0,20.15,19,0,0,20
20,7,0,0,6.06,0,6.06,20,0,0,20
21,1,0,0,5.74,0,5.74,21,0,0,20
22,2,0,1,6.97,0,6.97,22,0,0,20
23,6,0,3,20.32,0,20.32,23,0,0,20
24,1,0,1,6.37,0,6.37,24,0,1.0,20
25,7,0,1,19.82,0,19.82,25,0,0,20
26,3,0,5,13.36,0,13.36,26,0,1.0,20
27,2,0,2,10.72,0,10.72,27,0,0,20
28,1,0,2,5.86,0,5.86,28,0,1.0,20
29,2,0,3,11.98,0,11.98,29,0,0,20
30,1,0,3,9.61,0,9.61,30,0,1.0,20
