idx,loc_x,loc_y,loc_z,weight,group,score,seq,emerg,reloc,size(ft)
1,5,0,0,13.92,0,13.92,1,0,0,20
2,3,0,0,9.69,0,9.69,2,0,0,20
3,5,0,1,15.57,0,15.57,3,0,0,20
4,5,0,2,18.93,0,18.93,4,0,0,20
5,4,0,0,8.71,0,8.71,5,0,0,20
6,2,0,0,6.14,0,6.14,6,0,0,20
7,8,0,0,20.81,0,20.81,7,0,0,20
8,5,0,3,23.75,0,23.75,8,0,0,20
9,7,0,0,13.06,0,13.06,9,0,0,20
10,4,0,1,10.44,0,10.44,10,0,-1.701971896750365e-13,20
11,4,0,2,11.11,0,11.11,11,0,0,20
12,4,0,3,16.32,0,16.32,12,0,-1.701971896750365e-13,20
13,3,0,1,11.36,0,11.36,13,0,0,20
14,3,0,2,11.62,0,11.62,14,0,0,20
15,7,0,1,13.32,0,13.32,15,0,0,20
16,2,0,1,7.77,0,7.77,16,0,0,20
17,6,0,0,11.56,0,11.56,17,0,0,20
18,1,0,0,5.19,0,5.19,18,0,0,20
19,3,0,3,12.89,0,12.89,19,0,0,20
20,7,0,2,18.91,0,18.91,20,0,0,20
21,3,0,4,14.24,0,14.24,21,0,0,20
22,6,0,1,12.68,0,12.68,22,0,0,20
23,2,0,2,8.15,0,8.15,23,0,0,20
24,2,0,3,10.66,0,10.66,24,0,0,20
25,3,0,5,23.31,0,23.31,25,0,0,20
26,1,0,1,7.6,0,7.6,26,0,0,20
27,4,0,4,16.71,0,16.71,27,0,-3.40394379350073e-13,20
28,6,0,2,18.19,0,18.19,28,0,0,20
29,4,0,5,23.56,0,23.56,29,0,0,20
30,1,0,2,8.01,0,8.01,30,0,0,20
