idx,loc_x,loc_y,loc_z,weight,group,score,seq,emerg,reloc,size(ft)
1,5,0,0,14.44,0,14.44,1,0,0,20
2,3,0,0,8.21,0,8.21,2,0,0,20
3,5,0,1,19.95,0,19.95,3,0,0,20
4,5,0,2,20.67,0,20.67,4,0,0,20
5,4,0,0,12.72,0,12.72,5,0,0,20
6,3,0,1,11.69,0,11.69,6,0,0,20
7,7,0,0,15.48,0,15.48,7,0,0,20
8,2,0,0,7.28,0,7.28,8,0,0,20
9,4,0,1,13.69,0,13.69,9,0,0,20
10,5,0,3,21.44,0,21.44,10,0,0,20
11,7,0,1,23.52,0,23.52,11,0,0,20
12,5,0,4,23.0,0,23.0,12,0,0,20
13,4,0,2,19.52,0,19.52,13,0,0,20
14,3,0,2,12.13,0,12.13,14,0,0,20
15,6,0,0,9.12,0,9.12,15,0,0,20
16,6,0,1,14.53,0,14.53,16,0,0,20
17,2,0,1,8.16,0,8.16,17,0,0,20
18,1,0,0,5.0,0,5.0,18,0,0,20
19,3,0,3,12.16,0,12.16,19,0,0,20
20,2,0,2,8.75,0,8.75,20,0,0,20
21,1,0,1,5.19,0,5.19,21,0,0,20
22,3,0,4,14.06,0,14.06,22,0,0,20
23,2,0,3,11.4,0,11.4,23,0,0,20
24,4,0,3,19.99,0,19.99,24,0,0,20
25,6,0,2,16.22,0,16.22,25,0,0,20
26,6,0,3,21.47,0,21.47,26,0,0,20
27,2,0,4,12.83,0,12.83,27,0,0,20
28,1,0,2,8.98,0,8.98,28,0,0,20
29,4,0,4,20.83,0,20.83,29,0,0,20
30,1,0,3,11.76,0,11.76,30,0,0,20
