idx,loc_x,loc_y,loc_z,weight,group,score,seq,emerg,reloc,size(ft)
1,3,0,0,8.47,0,8.47,1,0,0,20
2,5,0,0,17.03,0,17.03,2,0,0,20
3,5,0,1,22.71,0,22.71,3,0,1.0,20
4,5,0,2,18.58,0,18.58,4,0,1.0,20
5,3,0,1,10.48,0,10.48,5,0,0,20
6,4,0,0,7.64,0,7.64,6,0,0,20
7,2,0,0,7.32,0,7.32,7,0,0,20
8,5,0,3,24.0,0,24.0,8,0,1.0,20
9,7,0,0,17.86,0,17.86,9,0,0,20
10,1,0,0,7.21,0,7.21,10,0,1.0,20
11,3,0,2,11.52,0,11.52,11,0,0,20
12,7,0,1,22.2,0,22.2,12,0,0,20
13,5,0,4,21.45,0,21.45,13,0,1.0,20
14,3,0,3,14.87,0,14.87,14,0,0,20
15,4,0,1,12.17,0,12.17,15,0,0,20
16,6,0,0,11.77,0,11.77,16,0,0,20
17,4,0,2,16.0,0,16.0,17,0,0,20
18,6,0,1,19.94,0,19.94,18,0,0,20
19,4,0,3,17.88,0,17.88,19,0,0,20
20,2,0,1,8.74,0,8.74,20,0,0,20
21,4,0,4,18.48,0,18.48,21,0,0,20
22,1,0,1,7.12,0,7.12,22,0,1.0,20
23,2,0,2,8.8,0,8.8,23,0,0,20
24,2,0,3,15.16,0,15.16,24,0,0,20
25,1,0,2,6.71,0,6.71,25,0,1.0,20
26,6,0,2,21.76,0,21.76,26,0,0,20
27,1,0,3,5.64,0,5.64,27,0,1.0,20
28,2,0,4,15.56,0,15.56,28,0,0,20
29,6,0,3,21.99,0,21.99,29,0,0,20
30,3,0,4,14.91,0,14.91,30,0,0,20
