idx,loc_x,loc_y,loc_z,weight,group,score,seq,emerg,reloc,size(ft)
1,5,0,0,21.63,0,21.63,1,0,1.0,20
2,5,0,1,14.56,0,14.56,2,0,1.0,20
3,3,0,0,8.89,0,8.89,3,0,0,20
4,5,0,2,21.22,0,21.22,4,0,1.0,20
5,3,0,1,10.48,0,10.48,5,0,0,20
6,3,0,2,11.17,0,11.17,6,0,0,20
7,4,0,0,9.03,0,9.03,7,0,0,20
8,2,0,0,7.01,0,7.01,8,0,0,20
9,2,0,1,8.99,0,8.99,9,0,0,20
10,3,0,3,11.26,0,11.26,10,0,0,20
11,5,0,3,22.03,0,22.03,11,0,1.0,20
12,2,0,2,9.5,0,9.5,12,0,0,20
13,5,0,4,20.55,0,20.55,13,0,1.0,20
14,6,0,0,5.6,0,5.6,14,0,0,20
15,4,0,1,12.43,0,12.43,15,0,0,20
16,7,0,0,16.55,0,16.55,16,0,0,20
17,4,0,2,12.44,0,12.44,17,0,0,20
18,1,0,0,5.43,0,5.43,18,0,0,20
19,5,0,5,21.69,0,21.69,19,0,1.0,20
20,4,0,3,20.64,0,20.64,20,0,0,20
21,6,0,1,7.66,0,7.66,21,0,0,20
22,4,0,4,21.74,0,21.74,22,0,0,20
23,3,0,4,14.81,0,14.81,23,0,0,20
24,7,0,1,17.25,0,17.25,24,0,0,20
25,1,0,1,7.51,0,7.51,25,0,0,20
26,6,0,2,20.1,0,20.1,26,0,0,20
27,2,0,3,10.76,0,10.76,27,0,0,20
28,2,0,4,13.87,0,13.87,28,0,0,20
29,6,0,3,20.13,0,20.13,29,0,0,20
30,1,0,2,13.56,0,13.56,30,0,0,20
