idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,6,0,0,9.74,1,109.74,0,0,20
2,6,0,1,18.29,3,318.29,0,1.0,20
3,3,0,0,23.02,0,23.02,0,0,20
4,3,0,1,23.35,1,123.35,1,1.0,20
5,2,0,0,18.41,0,18.41,2,1.0,20
6,5,0,0,13.42,3,313.42,3,1.0,20
7,3,0,2,13.77,1,113.77,4,1.0,20
8,5,0,1,6.49,3,306.49,5,1.0,20
9,5,0,2,18.99,3,318.99,6,1.0,20
10,3,0,3,23.9,2,223.9,7,1.0,20
11,2,0,1,14.04,0,14.04,8,1.0,20
12,2,0,2,22.38,0,22.38,9,1.0,20
13,2,0,3,16.05,0,16.05,10,1.0,20
14,4,0,0,6.65,1,106.65,11,1.0,20
15,1,0,0,23.16,0,23.16,12,1.0,20
16,5,0,3,10.53,3,310.53,13,1.0,20
17,1,0,1,9.84,0,9.84,14,1.0,20
18,6,0,2,14.65,3,314.65,15,1.0,20
19,4,0,1,16.23,1,116.23,16,1.0,20
20,2,0,4,5.86,2,205.86,17,1.0,20
21,4,0,2,8.01,1,108.01,18,1.0,20
22,1,0,2,14.66,0,14.66,19,1.0,20
23,4,0,3,23.75,1,123.75,20,1.0,20
