idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,3,0,0,20.3,0,20.3,0,1.0,20
2,1,0,0,5.32,0,5.32,0,0,20
3,6,0,0,12.17,0,12.17,0,0,20
4,6,0,1,19.92,0,19.92,0,1.0,20
5,2,0,0,15.52,0,15.52,0,1.0,20
6,3,0,1,20.09,0,20.09,0,1.0,20
7,6,0,2,15.64,0,15.64,0,1.0,20
8,4,0,0,11.52,0,11.52,0,1.0,20
9,4,0,1,5.65,0,5.65,0,1.0,20
10,2,0,1,15.46,0,15.46,0,1.0,20
11,1,0,1,6.13,0,6.13,1,0,20
12,3,0,2,19.9,0,19.9,2,1.0,20
13,1,0,2,17.57,0,17.57,3,0,20
14,2,0,2,16.65,0,16.65,4,1.0,20
15,5,0,0,12.21,0,12.21,5,0,20
