idx,seq,priority,emerg,weight,size(ft)
16,1,0,0,19.83,20
17,2,0,0,8.35,20
18,3,0,0,20.96,20
19,4,0,0,8.82,20
20,5,0,0,23.85,20
21,6,0,0,5.06,20
22,7,0,0,12.03,20
23,8,0,0,13.74,20
24,9,0,0,12.8,20
25,10,0,0,18.09,20
26,11,0,0,16.49,20
27,12,0,0,15.05,20
28,13,0,0,22.61,20
29,14,0,0,14.35,20
30,15,0,0,14.52,20
31,16,0,0,14.44,20
32,17,0,0,10.78,20
33,18,0,0,19.36,20
34,19,0,0,23.04,20
35,20,0,0,8.55,20
36,21,0,0,23.31,20
37,22,0,0,19.89,20
38,23,0,0,12.83,20
39,24,0,0,18.47,20
40,25,0,0,14.22,20
41,26,0,0,12.88,20
42,27,0,0,22.65,20
43,28,0,0,23.65,20
44,29,0,0,16.92,20
45,30,0,0,17.69,20
46,31,0,0,5.15,20
47,32,0,0,19.98,20
48,33,0,0,18.5,20
49,34,0,0,6.1,20
50,35,0,0,6.58,20
