idx,seq,priority,emerg,weight,size(ft)
16,1,0,0,12.09,20
17,2,0,0,9.51,20
18,3,0,0,11.59,20
19,4,0,0,23.78,20
20,5,0,0,9.22,20
21,6,0,0,6.84,20
22,7,0,0,22.26,20
23,8,0,0,13.28,20
24,9,0,0,7.85,20
25,10,0,0,23.05,20
26,11,0,0,9.94,20
27,12,0,0,17.15,20
28,13,0,0,9.08,20
29,14,0,0,9.39,20
30,15,0,0,21.93,20
31,16,0,0,18.41,20
32,17,0,0,14.38,20
33,18,0,0,15.94,20
34,19,0,0,17.81,20
35,20,0,0,21.46,20
36,21,0,0,21.56,20
37,22,0,0,20.74,20
38,23,0,0,17.86,20
39,24,0,0,14.46,20
40,25,0,0,6.1,20
41,26,0,0,18.02,20
42,27,0,0,6.52,20
43,28,0,0,18.74,20
44,29,0,0,15.57,20
45,30,0,0,22.36,20
46,31,0,0,15.38,20
47,32,0,0,7.89,20
48,33,0,0,7.31,20
49,34,0,0,13.06,20
50,35,0,0,10.0,20
